mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alphas,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
22.94008138179779,33.46392579759237,0.0038747310638427733,0.007948830038054362,[0.008279002250435149],{'alphas': [0.008279002250435149]},0.5,0.45714285714285713,0.5,0.5,0.5,0.5,0.5,0.4915254237288136,0.5,0.5,0.49486682808716703,0.012825983775082282,26
36.338020062446596,45.478007922415244,0.018229150772094728,0.007039676522756096,[0.033422474968966366],{'alphas': [0.033422474968966366]},0.7019230769230769,0.3142857142857143,0.5393258426966292,0.35064935064935066,0.581081081081081,0.4946236559139785,0.5555555555555556,0.4745762711864407,0.4810126582278481,0.38,0.4873033206519676,0.11072450419193383,29
39.23829936981201,27.312944150607738,0.006821489334106446,0.01368835884566533,[0.01515668634252312],{'alphas': [0.01515668634252312]},0.5,0.37142857142857144,0.5,0.5,0.5,0.4731182795698925,0.5,0.5,0.5,0.5,0.4844546850998464,0.03851839947963964,30
0.12447965145111084,0.041974722592959465,0.017939209938049316,0.007276669966165647,[0.04849028853353657],{'alphas': [0.04849028853353657]},0.625,0.4857142857142857,0.5393258426966292,0.2597402597402597,0.6216216216216216,0.3655913978494624,0.5740740740740741,0.4745762711864407,0.6329113924050633,0.42,0.49985551452878363,0.11753995125544378,24
0.11062424182891846,0.033935711331101195,0.015524554252624511,0.004886652509457104,[0.050799190125048965],{'alphas': [0.050799190125048965]},0.625,0.5,0.5168539325842697,0.2597402597402597,0.6216216216216216,0.3548387096774194,0.5370370370370371,0.4915254237288136,0.6329113924050633,0.42,0.4959528376794484,0.11612175525940228,25
0.08942680358886719,0.019942058347370676,0.01568930149078369,0.005745782577226685,[0.06410130771347243],{'alphas': [0.06410130771347243]},0.6826923076923077,0.5285714285714286,0.5168539325842697,0.2857142857142857,0.5675675675675675,0.3225806451612903,0.6111111111111112,0.4745762711864407,0.6329113924050633,0.44,0.5062578941993765,0.12259857368726061,19
0.07204329967498779,0.032035600071375896,0.012761998176574706,0.0004531478756645609,[0.14135176410696218],{'alphas': [0.14135176410696218]},0.75,0.5714285714285714,0.651685393258427,0.5064935064935064,0.5945945945945946,0.3763440860215054,0.5370370370370371,0.5254237288135594,0.5949367088607594,0.52,0.5627943626507961,0.09321553215029559,8
20.018540024757385,20.542920315755392,0.0024769067764282226,0.007430720329284667,[0.00951884075235141],{'alphas': [0.00951884075235141]},0.5,0.5,0.5,0.5,0.5,0.5,0.8703703703703703,0.5,0.5,0.5,0.537037037037037,0.1111111111111111,11
0.061277341842651364,0.024337902586246133,0.01399233341217041,0.00511962508753512,[0.24701622216810298],{'alphas': [0.24701622216810298]},0.7307692307692307,0.6714285714285714,0.6853932584269663,0.6883116883116883,0.44594594594594594,0.34408602150537637,0.5555555555555556,0.6271186440677966,0.5822784810126582,0.56,0.589088739702379,0.1139966828856962,5
0.08156135082244872,0.036981655808305695,0.018000006675720215,0.00685574604868826,[0.3933196802343907],{'alphas': [0.3933196802343907]},0.5,0.5,0.38202247191011235,0.5,0.5540540540540541,0.26881720430107525,0.5,0.6440677966101694,0.5822784810126582,0.5,0.49312400078880697,0.09866027961007703,27
