params,mean_concordance,std_concordance,split0_c_index,split1_c_index,split2_c_index,split3_c_index,split4_c_index,split5_c_index,split6_c_index,split7_c_index,split8_c_index
"{'batch_size': 32, 'decay_lr': 0.003, 'dropout': 0.3, 'epochs': 500, 'hidden1': 128, 'hidden2': 64, 'hidden3': 32, 'hidden4': 16, 'lr': 0.01, 'weight_decay': 0.001}",0.5595824673873905,0.1960873016896951,0.6821192052980133,0.7449664429530202,0.27741935483870966,0.5683453237410072,0.7058823529411765,0.5084745762711864,0.16296296296296298,0.6971830985915493,0.6888888888888889
"{'batch_size': 32, 'decay_lr': 0.003, 'dropout': 0.3, 'epochs': 500, 'hidden1': 128, 'hidden2': 64, 'hidden3': 32, 'hidden4': 16, 'lr': 0.01, 'weight_decay': 0.0001}",0.5972199689735096,0.1468939744409202,0.6754966887417219,0.3624161073825503,0.6838709677419355,0.31654676258992803,0.6544117647058824,0.6016949152542372,0.7555555555555555,0.7323943661971831,0.5925925925925926
"{'batch_size': 32, 'decay_lr': 0.003, 'dropout': 0.3, 'epochs': 500, 'hidden1': 128, 'hidden2': 64, 'hidden3': 32, 'hidden4': 16, 'lr': 0.01, 'weight_decay': 1e-05}",0.5717582602794363,0.14264605578945538,0.3576158940397351,0.47651006711409394,0.8,0.460431654676259,0.4852941176470588,0.6610169491525424,0.48148148148148145,0.6901408450704225,0.7333333333333333
"{'batch_size': 32, 'decay_lr': 0.003, 'dropout': 0.3, 'epochs': 500, 'hidden1': 128, 'hidden2': 64, 'hidden3': 32, 'hidden4': 16, 'lr': 0.001, 'weight_decay': 0.001}",0.6032174723711451,0.0991678467460024,0.5827814569536424,0.7046979865771812,0.5483870967741935,0.7338129496402878,0.6838235294117647,0.5084745762711864,0.6888888888888889,0.4225352112676056,0.5555555555555556
"{'batch_size': 32, 'decay_lr': 0.003, 'dropout': 0.3, 'epochs': 500, 'hidden1': 128, 'hidden2': 64, 'hidden3': 32, 'hidden4': 16, 'lr': 0.001, 'weight_decay': 0.0001}",0.4501969792756767,0.11436792895335358,0.4768211920529801,0.37583892617449666,0.5032258064516129,0.33093525179856115,0.375,0.5254237288135594,0.5925925925925926,0.6126760563380281,0.25925925925925924
"{'batch_size': 32, 'decay_lr': 0.003, 'dropout': 0.3, 'epochs': 500, 'hidden1': 128, 'hidden2': 64, 'hidden3': 32, 'hidden4': 16, 'lr': 0.001, 'weight_decay': 1e-05}",0.6338746174783911,0.12129823202159791,0.5496688741721855,0.5167785234899329,0.47096774193548385,0.60431654676259,0.7794117647058824,0.6864406779661016,0.5333333333333333,0.8380281690140845,0.725925925925926
"{'batch_size': 32, 'decay_lr': 0.003, 'dropout': 0.3, 'epochs': 500, 'hidden1': 128, 'hidden2': 64, 'hidden3': 32, 'hidden4': 16, 'lr': 0.0005, 'weight_decay': 0.001}",0.5121481112512617,0.15442411946529053,0.45695364238410596,0.3926174496644295,0.4064516129032258,0.539568345323741,0.6029411764705882,0.3898305084745763,0.7185185185185186,0.30985915492957744,0.7925925925925926
"{'batch_size': 32, 'decay_lr': 0.003, 'dropout': 0.3, 'epochs': 500, 'hidden1': 128, 'hidden2': 64, 'hidden3': 32, 'hidden4': 16, 'lr': 0.0005, 'weight_decay': 0.0001}",0.5393724651157225,0.18107606598012244,0.6291390728476821,0.436241610738255,0.4645161290322581,0.7050359712230215,0.6838235294117647,0.5254237288135594,0.837037037037037,0.2323943661971831,0.34074074074074073
"{'batch_size': 32, 'decay_lr': 0.003, 'dropout': 0.3, 'epochs': 500, 'hidden1': 128, 'hidden2': 64, 'hidden3': 32, 'hidden4': 16, 'lr': 0.0005, 'weight_decay': 1e-05}",0.5291897773165312,0.1253657698405559,0.6357615894039735,0.5503355704697986,0.5225806451612903,0.4172661870503597,0.5220588235294118,0.7203389830508474,0.32592592592592595,0.39436619718309857,0.674074074074074
"{'batch_size': 32, 'decay_lr': 0.003, 'dropout': 0.3, 'epochs': 500, 'hidden1': 128, 'hidden2': 64, 'hidden3': 32, 'hidden4': 32, 'lr': 0.01, 'weight_decay': 0.001}",0.6000707524340378,0.1721996245148299,0.32450331125827814,0.7114093959731543,0.7354838709677419,0.6906474820143885,0.7132352941176471,0.7796610169491526,0.37777777777777777,0.6901408450704225,0.37777777777777777
