mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alphas,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
0.0024352788925170897,0.00030938924210897716,0.0015254259109497071,0.00020869682527323725,[0.0028284743708236913],{'alphas': [0.0028284743708236913]},0.9122807017543859,0.8289473684210527,0.9278350515463918,0.8,0.19672131147540983,0.6323529411764706,0.8266666666666667,0.7142857142857143,0.7346938775510204,0.7888888888888889,0.7362672521766,0.19840997549110645,4
0.0022333621978759765,0.0003106704821190267,0.0014429092407226562,0.00012602310842077462,[0.011418599850513253],{'alphas': [0.011418599850513253]},0.8596491228070176,0.631578947368421,0.9072164948453608,0.65,0.26229508196721313,0.5735294117647058,0.84,0.7619047619047619,0.7142857142857143,0.6444444444444445,0.684490397938764,0.17535837217600322,27
0.002192974090576172,0.00023085065291076194,0.0014276504516601562,0.00022447019957710847,[0.005178196305501285],{'alphas': [0.005178196305501285]},0.8771929824561403,0.7763157894736842,0.9381443298969072,0.7375,0.21311475409836064,0.6176470588235294,0.8266666666666667,0.7142857142857143,0.7244897959183674,0.7555555555555555,0.7180912647174925,0.18863759740766925,10
0.002100849151611328,0.00015120487489811942,0.001517939567565918,4.786576447773415e-05,[0.016566433273254057],{'alphas': [0.016566433273254057]},0.8596491228070176,0.6052631578947368,0.9072164948453608,0.675,0.3114754098360656,0.5735294117647058,0.84,0.7142857142857143,0.7040816326530612,0.6444444444444445,0.6834945388531106,0.16283599506432817,28
0.0018834114074707032,0.00031762955289166354,0.0013093233108520507,0.0002968851302716181,[0.0173552564645998],{'alphas': [0.0173552564645998]},0.8596491228070176,0.6052631578947368,0.9072164948453608,0.675,0.32786885245901637,0.5735294117647058,0.84,0.7142857142857143,0.7040816326530612,0.6444444444444445,0.6851338831154058,0.15912263662297255,26
0.001913309097290039,0.00032146278600757094,0.0012619733810424806,0.0002904002389764212,[0.021899849827231296],{'alphas': [0.021899849827231296]},0.8771929824561403,0.5789473684210527,0.9175257731958762,0.6875,0.3770491803278688,0.5735294117647058,0.84,0.7142857142857143,0.7040816326530612,0.6333333333333333,0.6903445396437752,0.15399667298975736,20
0.0019423723220825194,0.0002258736510080894,0.0014902114868164062,8.625213152079252e-05,[0.048292032053288095],{'alphas': [0.048292032053288095]},0.8771929824561403,0.5921052631578947,0.9175257731958762,0.7,0.4098360655737705,0.5588235294117647,0.84,0.6666666666666666,0.7142857142857143,0.6111111111111112,0.6887547105858939,0.14900800513242515,21
0.001915884017944336,0.00042831998000013007,0.0012469053268432616,0.00026570655753988903,[0.003252058194157748],{'alphas': [0.003252058194157748]},0.9122807017543859,0.8289473684210527,0.9278350515463918,0.8,0.21311475409836064,0.6323529411764706,0.8266666666666667,0.7142857142857143,0.7346938775510204,0.7666666666666667,0.735684374216673,0.19349304590761957,5
0.0019439458847045898,0.00030586351912360025,0.0013853073120117187,0.00021294645255315087,[0.0843916975072023],{'alphas': [0.0843916975072023]},0.8771929824561403,0.6447368421052632,0.8969072164948454,0.7375,0.4098360655737705,0.5735294117647058,0.84,0.6666666666666666,0.7142857142857143,0.5777777777777777,0.6938432677124884,0.14501530985187072,15
0.0020516633987426756,0.0002863391660589733,0.0013535022735595703,0.00022341836005877473,[0.1343754478415645],{'alphas': [0.1343754478415645]},0.5,0.6710526315789473,0.5,0.6625,0.5081967213114754,0.5,0.5,0.6666666666666666,0.5,0.5222222222222223,0.5530638241779311,0.07473041521679694,30
0.002052617073059082,8.57793502124578e-05,0.0014005184173583984,0.00021337639137438894,[0.05816792357447609],{'alphas': [0.05816792357447609]},0.8771929824561403,0.5921052631578947,0.9072164948453608,0.7,0.4098360655737705,0.5588235294117647,0.84,0.6666666666666666,0.7142857142857143,0.6111111111111112,0.6877237827508423,0.14744917087171666,22
0.0019723176956176758,0.0002423103805383263,0.0014596223831176759,0.00019497627235548145,[0.033285824467413724],{'alphas': [0.033285824467413724]},0.8947368421052632,0.5789473684210527,0.9175257731958762,0.6875,0.4426229508196721,0.5588235294117647,0.84,0.7142857142857143,0.7142857142857143,0.6111111111111112,0.6959839003636169,0.14627772826121546,13
0.0022861003875732423,8.222297399466949e-05,0.0015597820281982421,7.620558986937884e-05,[0.004503731072068834],{'alphas': [0.004503731072068834]},0.8771929824561403,0.7894736842105263,0.9381443298969072,0.75,0.21311475409836064,0.6176470588235294,0.8266666666666667,0.7142857142857143,0.7244897959183674,0.7555555555555555,0.7206570541911768,0.1892412274618837,9
0.0033711671829223635,0.0036062171249079083,0.0015443086624145508,7.308647947605069e-05,[0.0289503126318437],{'alphas': [0.0289503126318437]},0.8771929824561403,0.5789473684210527,0.9175257731958762,0.6875,0.4098360655737705,0.5588235294117647,0.84,0.7142857142857143,0.7142857142857143,0.6111111111111112,0.6909508258741145,0.14991371906780768,19
0.002283740043640137,0.0001314016934913561,0.0015213966369628906,4.902013543246794e-05,[0.0020423873245115865],{'alphas': [0.0020423873245115865]},0.9122807017543859,0.8421052631578947,0.9278350515463918,0.8,0.19672131147540983,0.6617647058823529,0.8133333333333334,0.7142857142857143,0.7448979591836735,0.7666666666666667,0.7379890707285823,0.1967217047555096,3
