mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alphas,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
0.003914165496826172,0.0005232590844008593,0.0017619848251342774,0.00014457267193854675,[0.0015958076768774329],{'alphas': [0.0015958076768774329]},0.9824561403508771,1.0,0.979381443298969,0.9375,0.9344262295081968,0.9558823529411765,0.9733333333333334,1.0,0.9387755102040817,0.9444444444444444,0.9646199454081079,0.024318582269646668,4
0.003060317039489746,0.0004901018795396117,0.001765871047973633,0.00030109954376732645,[0.006442303132955063],{'alphas': [0.006442303132955063]},0.8947368421052632,1.0,0.9690721649484536,0.9125,0.8852459016393442,0.9558823529411765,0.9733333333333334,0.9047619047619048,0.9489795918367347,0.9333333333333333,0.9377845424899544,0.03595731374972447,13
0.0025264263153076173,0.0005309474504618337,0.0015523910522460937,0.0002986239444344018,[0.0029215062020487366],{'alphas': [0.0029215062020487366]},0.9824561403508771,1.0,0.979381443298969,0.925,0.9180327868852459,0.9705882352941176,0.9866666666666667,0.9523809523809523,0.9387755102040817,0.9444444444444444,0.9597726179525354,0.02653181964093036,5
0.0024355649948120117,0.00043465692547503174,0.0015065431594848632,0.00036306306465283376,[0.009346678785085756],{'alphas': [0.009346678785085756]},0.8947368421052632,1.0,0.979381443298969,0.85,0.7377049180327869,0.9411764705882353,0.9333333333333333,0.9047619047619048,0.8979591836734694,0.9333333333333333,0.9072387429127297,0.06970608196778598,14
0.0024236440658569336,0.000392968822218273,0.001604747772216797,0.00031790429367459195,[0.009791727931520803],{'alphas': [0.009791727931520803]},0.8947368421052632,1.0,0.979381443298969,0.8375,0.7049180327868853,0.9411764705882353,0.9333333333333333,0.9047619047619048,0.9081632653061225,0.9333333333333333,0.9037304625514047,0.07884174870223418,15
0.002487778663635254,9.510745435237287e-05,0.0018056154251098633,6.079159976716159e-05,[0.01235575928749933],{'alphas': [0.01235575928749933]},0.8596491228070176,0.9868421052631579,0.979381443298969,0.8,0.6065573770491803,0.9117647058823529,0.9066666666666666,0.9047619047619048,0.8979591836734694,0.9222222222222223,0.8775804731624941,0.10356490707897392,18
0.0025955915451049806,0.0004055955123764601,0.0017110824584960938,0.0002211354312119039,[0.0272460646197073],{'alphas': [0.0272460646197073]},0.5087719298245614,0.8421052631578947,0.8762886597938144,0.375,0.4918032786885246,0.47058823529411764,0.6533333333333333,0.42857142857142855,0.5102040816326531,0.8555555555555555,0.6012221765851884,0.18109143807352387,23
0.0035773754119873048,0.0003478273966878074,0.0017913103103637696,7.245109114706566e-05,[0.0018347910397992376],{'alphas': [0.0018347910397992376]},0.9824561403508771,1.0,0.979381443298969,0.9375,0.9180327868852459,0.9705882352941176,0.9733333333333334,0.9523809523809523,0.9387755102040817,0.9444444444444444,0.9596892846192022,0.024055857471168427,9
0.00386505126953125,0.0044075003643441165,0.0017890214920043945,5.095502599716511e-05,[0.047613271711383034],{'alphas': [0.047613271711383034]},0.45614035087719296,0.7697368421052632,0.8195876288659794,0.2875,0.6147540983606558,0.45588235294117646,0.6266666666666667,0.40476190476190477,0.4387755102040816,0.8555555555555555,0.5729360910338476,0.18416709855999971,24
0.0023760080337524416,0.00011202279297242639,0.0017486810684204102,5.5830000698869835e-05,[0.07581379328070934],{'alphas': [0.07581379328070934]},0.45614035087719296,0.5,0.5,0.2875,0.5,0.45588235294117646,0.6266666666666667,0.40476190476190477,0.4387755102040816,0.5,0.4669726785451022,0.0818421794419764,30
0.003937983512878418,0.004263165356241183,0.0016380548477172852,0.00024342735996796077,[0.03281798129255699],{'alphas': [0.03281798129255699]},0.47368421052631576,0.7894736842105263,0.8195876288659794,0.2875,0.5737704918032787,0.45588235294117646,0.6266666666666667,0.38095238095238093,0.4387755102040816,0.8555555555555555,0.5701848481725961,0.1871615162221017,27
0.0023299455642700195,0.00013676414784757651,0.001755523681640625,6.239380962121416e-05,[0.018779655479368867],{'alphas': [0.018779655479368867]},0.7017543859649122,0.9736842105263158,0.9587628865979382,0.625,0.4918032786885246,0.7058823529411765,0.7466666666666667,0.7619047619047619,0.6938775510204082,0.8888888888888888,0.7548224983199594,0.14231698567424308,21
