mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha_min_ratio,param_l1_ratio,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
0.6087567806243896,0.033812933364581466,0.011724400520324706,0.0023434803138480905,0.05,0.9,"{'alpha_min_ratio': 0.05, 'l1_ratio': 0.9}",0.7083333333333334,0.29213483146067415,0.5439560439560439,0.21739130434782608,0.47619047619047616,0.4583333333333333,0.28378378378378377,0.453125,0.49382716049382713,0.6857142857142857,0.46127895526135837,0.15465928483365338,13
0.6140343427658081,0.0391961146320691,0.011640715599060058,0.0017812186657360871,0.05,1.0,"{'alpha_min_ratio': 0.05, 'l1_ratio': 1.0}",0.6666666666666666,0.3595505617977528,0.5164835164835165,0.13043478260869565,0.4523809523809524,0.4166666666666667,0.25675675675675674,0.4375,0.5061728395061729,0.6428571428571429,0.4385469885724323,0.1547000527769909,21
0.33320305347442625,0.025091875871018018,0.018451738357543945,0.016605248375422963,0.1,0.3,"{'alpha_min_ratio': 0.1, 'l1_ratio': 0.3}",0.6666666666666666,0.43820224719101125,0.5659340659340659,0.30434782608695654,0.5476190476190477,0.3541666666666667,0.35135135135135137,0.5,0.5432098765432098,0.6285714285714286,0.4900069176630405,0.1171555626164147,3
0.33881566524505613,0.03060954827984728,0.025163936614990234,0.020052278777654996,0.1,0.4,"{'alpha_min_ratio': 0.1, 'l1_ratio': 0.4}",0.6666666666666666,0.3707865168539326,0.5439560439560439,0.30434782608695654,0.5,0.375,0.35135135135135137,0.5078125,0.5555555555555556,0.6571428571428571,0.4832619317613364,0.12142772866338516,9
0.33202924728393557,0.03357974471647582,0.02994880676269531,0.021721638816671534,0.1,0.5,"{'alpha_min_ratio': 0.1, 'l1_ratio': 0.5}",0.6458333333333334,0.33707865168539325,0.5604395604395604,0.30434782608695654,0.5,0.4375,0.33783783783783783,0.5,0.5802469135802469,0.6857142857142857,0.48889984086776145,0.12635010290372056,4
0.34774003028869627,0.02607268091362207,0.010575366020202637,0.002377027606885711,0.1,0.6,"{'alpha_min_ratio': 0.1, 'l1_ratio': 0.6}",0.6875,0.3258426966292135,0.5659340659340659,0.30434782608695654,0.47619047619047616,0.4166666666666667,0.32432432432432434,0.484375,0.5802469135802469,0.6857142857142857,0.4851142255126236,0.13617819659515995,8
0.3587868452072144,0.03337720406801073,0.012569379806518555,0.0029672559501282515,0.1,0.7,"{'alpha_min_ratio': 0.1, 'l1_ratio': 0.7}",0.75,0.30337078651685395,0.5659340659340659,0.30434782608695654,0.47619047619047616,0.4375,0.3108108108108108,0.46875,0.5802469135802469,0.6857142857142857,0.48828651648336957,0.14986316529727262,5
0.3592317342758179,0.028496882387515195,0.012172293663024903,0.0021246351476586355,0.1,0.8,"{'alpha_min_ratio': 0.1, 'l1_ratio': 0.8}",0.7708333333333334,0.3146067415730337,0.554945054945055,0.30434782608695654,0.47619047619047616,0.4166666666666667,0.2972972972972973,0.46875,0.6049382716049383,0.7,0.49085756676977577,0.15772525890916425,2
0.35917091369628906,0.02523191893954048,0.012763214111328126,0.0017641368187098787,0.1,0.9,"{'alpha_min_ratio': 0.1, 'l1_ratio': 0.9}",0.7708333333333334,0.34831460674157305,0.5439560439560439,0.34782608695652173,0.47619047619047616,0.375,0.32432432432432434,0.4765625,0.6172839506172839,0.6857142857142857,0.4966005607833842,0.14737065466330787,1
0.3388711214065552,0.031686648206345376,0.011255240440368653,0.0034671535863973696,0.1,1.0,"{'alpha_min_ratio': 0.1, 'l1_ratio': 1.0}",0.7708333333333334,0.3258426966292135,0.5384615384615384,0.34782608695652173,0.4523809523809524,0.375,0.33783783783783783,0.4609375,0.6296296296296297,0.6285714285714286,0.48673210038004555,0.1433899408859229,7
