split,c_index,brier_score,ibs
0,0.8609271523178808,"[0.026744928053994397, 0.026744928053994397, 0.026744928053994397, 0.026744928053994397, 0.026744928053994397, 0.02628983468452876, 0.026116724509654413, 0.02597759064169797, 0.025797786816166256, 0.025766806387535895, 0.025766806387535895, 0.025766806387535895, 0.025882919090786004, 0.025882919090786004, 0.025882919090786004, 0.025882919090786004, 0.025882919090786004, 0.026830338035817494, 0.04777900221137578, 0.04790080045103311, 0.04790080045103311, 0.04790080045103311, 0.048129501221006864, 0.04845459298508015, 0.05047353068216111, 0.052596829752652965, 0.06577249398002014, 0.06679964942120721, 0.08869349341515567, 0.08860517083715204, 0.08965811837117174, 0.09060663844802729, 0.08074514775518192, 0.08089189422398473, 0.0820742667061088, 0.0835890898025969, 0.08429373487091155, 0.0762848375679726, 0.0780648796217627, 0.0780648796217627, 0.07896001865845724, 0.0834914457050847, 0.08580335464844657, 0.08746198206479691, 0.061276396065669696, 0.06327712511610491, 0.06327712511610491, 0.08315031032919978, 0.08315031032919978, 0.08315031032919978, 0.08476820829525018, 0.08476820829525018, 0.08142341315574299, 0.07398488595993749, 0.07398488595993749, 0.07265151715410106, 0.07184710186932985, 0.07158191821506567, 0.07158191821506567, 0.07158191821506567, 0.0725494788269403, 0.0725494788269403, 0.0725494788269403, 0.0725494788269403, 0.07914138934468495, 0.07914138934468495, 0.026569718167669367, 0.026569718167669367, 0.022762651066426182, 0.022762651066426182, 0.0218381167896747, 0.0218381167896747, 0.0218381167896747, 0.0218381167896747, 0.016332377897399386, 0.015222163110388964, 0.015222163110388964, 0.01617890456815402, 0.01617890456815402, 0.10036204139710371, 0.09948091673588266, 0.09948091673588266, 0.10360100294298219, 0.10360100294298219, 0.10360100294298219, 0.10446172831784153, 0.10654005258219815, 0.10654005258219815, 0.10654005258219815, 0.2082178713219056, 0.2082178713219056, 0.2082178713219056, 0.19238961282004702, 0.19238961282004702, 0.19238961282004702, 0.18634572980273018, 0.18634572980273018, 0.18634572980273018, 0.18634572980273018, 0.18634572980273018]",0.0741630914713303
1,0.37583892617449666,"[0.02687399641323171, 0.02687399641323171, 0.026553073167178233, 0.026553073167178233, 0.02649264103157119, 0.026441510498310113, 0.026450987058994443, 0.026450987058994443, 0.026450987058994443, 0.026540345569622842, 0.026540345569622842, 0.026540345569622842, 0.026540345569622842, 0.026540345569622842, 0.026620472504093027, 0.05134703113081867, 0.051196528318557664, 0.05119430692474801, 0.051178759077145204, 0.05118529929539006, 0.05118529929539006, 0.05120895025353766, 0.051333688128335275, 0.05153363332744742, 0.051636052793596364, 0.07978124938519152, 0.07973059139354699, 0.07978668002124252, 0.07989534241952365, 0.07982684417309657, 0.08017688996179505, 0.08017688996179505, 0.08071664134121666, 0.08071664134121666, 0.08071664134121666, 0.08071664134121666, 0.08108068606404459, 0.11483387641134893, 0.11479505789956543, 0.11479505789956543, 0.11479505789956543, 0.11479505789956543, 0.11479505789956543, 0.11477535285916189, 0.11416308896884796, 0.11416308896884796, 0.11416308896884796, 0.11402639405447129, 0.11378988641461334, 0.11378988641461334, 0.1136857702600237, 0.1136857702600237, 0.11383707895578996, 0.11429297457824934, 0.172844489017768, 0.17125410903054028, 0.17125410903054028, 0.1701402944187978, 0.1701402944187978, 0.16986825774717362, 0.16986825774717362, 0.16986825774717362, 0.21891458324391133, 0.21891458324391133, 0.21891458324391133, 0.21891458324391133, 0.21891458324391133, 0.21891458324391133, 0.21666938249704418, 0.21472782905693102, 0.21741717486844445, 0.21741717486844445, 0.21606158579138932, 0.21606158579138932, 0.21606158579138932, 0.21606158579138932, 0.21606158579138932, 0.21493806628398482, 0.26093475846702535, 0.25684361563032493, 0.25684361563032493, 0.2808128525591023, 0.2733121546191705, 0.2576164319982423, 0.2505928330866278, 0.2505928330866278, 0.2505928330866278, 0.2505928330866278, 0.2505928330866278, 0.24389257005734954, 0.24389257005734954, 0.23713318442111994, 0.23713318442111994, 0.23713318442111994, 0.2305540560795189, 0.2305540560795189, 0.2305540560795189, 0.2483324678762033, 0.24194551831506633, 0.24194551831506633]",0.14120868051074587
2,0.7806451612903226,"[0.02648124166832018, 0.026455344021200623, 0.026496918260760255, 0.026496918260760255, 0.026496918260760255, 0.026496918260760255, 0.04752730460892985, 0.04752730460892985, 0.04752730460892985, 0.04752730460892985, 0.04752730460892985, 0.04752730460892985, 0.046258568754574785, 0.07114146405333958, 0.07114146405333958, 0.07073022067890981, 0.07088563651279559, 0.07101749673781568, 0.07101749673781568, 0.07059035000283163, 0.07010505445091506, 0.06992396230606533, 0.06983641714803185, 0.06984663000715245, 0.06996655385035273, 0.08415041841281475, 0.08337164357299628, 0.08356230961616556, 0.08470135172054105, 0.08381072162082873, 0.07865635184380045, 0.07810712143548185, 0.07870183856315512, 0.07870183856315512, 0.07870183856315512, 0.07835665045051997, 0.07953252268105507, 0.07883079505532307, 0.07883079505532307, 0.07883079505532307, 0.07883079505532307, 0.07912727395204569, 0.08009638838990113, 0.07853350377002556, 0.09852554347483787, 0.09852554347483787, 0.09852554347483787, 0.09852554347483787, 0.09598330972909097, 0.09598330972909097, 0.09704014376728419, 0.09704014376728419, 0.09704014376728419, 0.09893520787166334, 0.09684194764972386, 0.09391672435555863, 0.09626926730250587, 0.09677931532324636, 0.0979712850255731, 0.09978275456377546, 0.09978275456377546, 0.09978275456377546, 0.09978275456377546, 0.10242583510564564, 0.10956403837266732, 0.10956403837266732, 0.10956403837266732, 0.10956403837266732, 0.10956403837266732, 0.10956403837266732, 0.11397855423703657, 0.11942875829103743, 0.11942875829103743, 0.1258254964060826, 0.1258254964060826, 0.1258254964060826, 0.1258254964060826, 0.1258254964060826, 0.1351454097029015, 0.1351454097029015, 0.09773194987840625, 0.09773194987840625, 0.10073303327425982, 0.10073303327425982, 0.11096983705965095, 0.11096983705965095, 0.12798672949961176, 0.1394562064844738, 0.1394562064844738, 0.1394562064844738, 0.1394562064844738, 0.1394562064844738, 0.1394562064844738, 0.15272060190987663, 0.18510240056686814, 0.1472788256272167, 0.1472788256272167, 0.1472788256272167, 0.1543016414264156, 0.1962509555920551]",0.09413877957379936
3,0.762589928057554,"[0.027264387065311486, 0.027264387065311486, 0.027096513474927992, 0.026980377556907225, 0.026980377556907225, 0.026980377556907225, 0.02693238118859615, 0.02693238118859615, 0.02693238118859615, 0.02693238118859615, 0.02693238118859615, 0.04768591853648117, 0.04592147124115669, 0.045387573527299864, 0.045387573527299864, 0.04537257182617011, 0.04540560238006261, 0.04386055162006549, 0.04349012379464986, 0.04312442107076979, 0.04239381411137453, 0.0735001174984018, 0.07309882216434253, 0.07327490830955843, 0.07260399811258869, 0.07260399811258869, 0.0724488686213308, 0.0724488686213308, 0.0724488686213308, 0.10299226787007618, 0.10237317943755436, 0.10235205901680434, 0.10273259384511589, 0.1027440552686135, 0.10404711791559791, 0.1040651127885664, 0.10374351284959432, 0.1047654192535601, 0.1047654192535601, 0.10467484180505818, 0.10467484180505818, 0.10542453686482141, 0.10542453686482141, 0.10542453686482141, 0.10559169936279704, 0.16294441201342968, 0.16294441201342968, 0.16164475026407404, 0.16134963004997913, 0.16134963004997913, 0.16502797358985383, 0.16539234882402232, 0.1660236292702909, 0.1660236292702909, 0.1660236292702909, 0.1660236292702909, 0.1660236292702909, 0.16846476436332203, 0.16846476436332203, 0.17050999373272885, 0.17050999373272885, 0.17050999373272885, 0.1776769592500737, 0.1776769592500737, 0.1879885802063004, 0.20415179418489432, 0.2842115641168814, 0.28673826323328133, 0.2896745368395271, 0.29736829198370096, 0.30197081513592233, 0.30197081513592233, 0.30197081513592233, 0.30197081513592233, 0.30197081513592233, 0.20428559780469177, 0.18250044104747387, 0.18250044104747387, 0.18250044104747387, 0.18109322608249184, 0.18109322608249184, 0.18109322608249184, 0.20224275849014672, 0.20224275849014672, 0.20224275849014672, 0.19321832679261952, 0.19321832679261952, 0.19321832679261952, 0.19321832679261952, 0.19321832679261952, 0.19321832679261952, 0.19321832679261952, 0.19321832679261952, 0.19321832679261952, 0.19321832679261952, 0.19321832679261952, 0.1760865329805492, 0.1760865329805492, 0.1760865329805492, 0.1760865329805492]",0.13993338920049023
4,0.6470588235294118,"[0.026478034995617468, 0.026478034995617468, 0.026387318037506467, 0.026387318037506467, 0.026387318037506467, 0.026377658327654114, 0.026688344673552064, 0.04964639873455143, 0.04974690992884829, 0.049552033496515054, 0.04926596670062989, 0.049148933954553456, 0.04929074331434231, 0.04942804452352401, 0.08191339611120749, 0.08218658753822708, 0.08239629073820016, 0.08370550576911978, 0.08504663133106427, 0.08504663133106427, 0.08504663133106427, 0.08521704065057803, 0.08683319939000089, 0.08695044001761366, 0.08807492205829259, 0.08807492205829259, 0.08795492647376164, 0.08521559308135684, 0.13016903450573813, 0.1282183380690706, 0.17270607683299177, 0.17270607683299177, 0.16911781380483393, 0.16911781380483393, 0.17170981809344676, 0.17170981809344676, 0.17214908220223396, 0.17299566399169683, 0.17299566399169683, 0.17299566399169683, 0.17299566399169683, 0.1767057326996486, 0.17955791164751617, 0.20842422116426654, 0.21192804809461321, 0.21192804809461321, 0.21192804809461321, 0.21494828237160724, 0.21944764157449861, 0.21944764157449861, 0.22592445013058818, 0.21004111173914186, 0.22551298921874313, 0.22551298921874313, 0.22823281889428287, 0.22823281889428287, 0.22823281889428287, 0.22823281889428287, 0.22823281889428287, 0.22823281889428287, 0.22823281889428287, 0.22823281889428287, 0.22534297025019667, 0.22534297025019667, 0.22534297025019667, 0.22534297025019667, 0.22529337418159312, 0.22529337418159312, 0.22529337418159312, 0.22529337418159312, 0.23195160010079313, 0.23683886961578876, 0.23683886961578876, 0.23683886961578876, 0.23683886961578876, 0.23683886961578876, 0.23683886961578876, 0.23683886961578876, 0.23683886961578876, 0.23683886961578876, 0.23683886961578876, 0.24781580554034008, 0.24781580554034008, 0.24781580554034008, 0.24781580554034008, 0.24781580554034008, 0.24781580554034008, 0.24781580554034008, 0.24781580554034008, 0.24781580554034008, 0.24781580554034008, 0.24781580554034008, 0.24781580554034008, 0.24781580554034008, 0.24781580554034008, 0.24781580554034008, 0.29338530819479486, 0.29338530819479486, 0.29338530819479486, 0.29338530819479486]",0.17726992621771331
5,0.864406779661017,"[0.027698861361813678, 0.02793404914698853, 0.02793404914698853, 0.028154229807061566, 0.04489734140233982, 0.043439521595144685, 0.043439521595144685, 0.043439521595144685, 0.043439521595144685, 0.040635723158488624, 0.040635723158488624, 0.040635723158488624, 0.040635723158488624, 0.040635723158488624, 0.040635723158488624, 0.040635723158488624, 0.03719250131499723, 0.035437700717940994, 0.034745871756124695, 0.03414086545480129, 0.03414086545480129, 0.034215143453870084, 0.034215143453870084, 0.034215143453870084, 0.03386927796769427, 0.03314370541000563, 0.03298336734567772, 0.03294969122789997, 0.033040924868384995, 0.033814826518597844, 0.034676222323017356, 0.035602653228868075, 0.035602653228868075, 0.035602653228868075, 0.035602653228868075, 0.06478601353194857, 0.06588308253405516, 0.06588308253405516, 0.06588308253405516, 0.06588308253405516, 0.0665319842654174, 0.06729226224874935, 0.06818417408867786, 0.06818417408867786, 0.06986749789923644, 0.06986749789923644, 0.07088199987199048, 0.0723596498223917, 0.07354261037403512, 0.0745360248952991, 0.07648819327559521, 0.07865188584367751, 0.07865188584367751, 0.07865188584367751, 0.07865188584367751, 0.07865188584367751, 0.08288196815586613, 0.08288196815586613, 0.0851664230759191, 0.0851664230759191, 0.0803410780947522, 0.0803410780947522, 0.08256480410769146, 0.0916161931216111, 0.09474862112624427, 0.09474862112624427, 0.09829209460312925, 0.10192080192236122, 0.16159462960634635, 0.16159462960634635, 0.16159462960634635, 0.1685561532919938, 0.17665894884920524, 0.1855399661435958, 0.1855399661435958, 0.19765533191793627, 0.17826357453774874, 0.17826357453774874, 0.17826357453774874, 0.17826357453774874, 0.18108397623187622, 0.09336962051787034, 0.09336962051787034, 0.09336962051787034, 0.18822600079058327, 0.18822600079058327, 0.18822600079058327, 0.18822600079058327, 0.18822600079058327, 0.18822600079058327, 0.18970137951230648, 0.1793316745782156, 0.1793316745782156, 0.17490440330474555, 0.17490440330474555, 0.17074719122385362, 0.1668015981384661, 0.16401579721270373, 0.160591368741509, 0.15749461026304393]",0.09214405098918843
6,0.48148148148148145,"[0.027698180082240082, 0.027698180082240082, 0.027698180082240082, 0.027698180082240082, 0.027698180082240082, 0.028016823767751435, 0.028993231773880208, 0.029022695439594712, 0.029322521213103508, 0.02928196319374976, 0.02928196319374976, 0.05569979742720265, 0.08063802434695175, 0.08038398191790773, 0.08011197283024238, 0.07968539778168054, 0.07898294403192765, 0.07858810226495598, 0.07841893661505264, 0.11425336035848982, 0.11425336035848982, 0.11425336035848982, 0.11425336035848982, 0.11306443628575114, 0.11306443628575114, 0.11321887156415626, 0.11321887156415626, 0.11325404590104611, 0.11356244979879485, 0.1660468754302898, 0.16520814426186198, 0.16592974972532407, 0.16592974972532407, 0.16521348346714373, 0.1652005435000841, 0.1652005435000841, 0.1652005435000841, 0.1652005435000841, 0.16331453134457374, 0.16331453134457374, 0.16071236003008235, 0.16060642182508594, 0.16216732308046827, 0.16216732308046827, 0.16216732308046827, 0.16334571696303507, 0.16334571696303507, 0.16334571696303507, 0.16334571696303507, 0.1614396556967353, 0.16346759424160284, 0.16346759424160284, 0.1650229226760855, 0.1650229226760855, 0.1650229226760855, 0.1650229226760855, 0.15901037356747535, 0.1623731039322672, 0.1623731039322672, 0.16832124830313502, 0.17147988213555831, 0.17514534396019274, 0.18490035074739097, 0.2556084675891423, 0.2556084675891423, 0.2556084675891423, 0.2556084675891423, 0.25667539133729056, 0.25667539133729056, 0.25862541829047814, 0.25862541829047814, 0.26172116228894265, 0.26172116228894265, 0.26172116228894265, 0.2718479169566041, 0.2718479169566041, 0.2718479169566041, 0.2787340020311963, 0.2787340020311963, 0.2787340020311963, 0.2787340020311963, 0.2787340020311963, 0.2787340020311963, 0.2787340020311963, 0.2787340020311963, 0.2787340020311963, 0.2787340020311963, 0.2787340020311963, 0.30489088542151416, 0.30489088542151416, 0.30489088542151416, 0.30489088542151416, 0.30489088542151416, 0.30489088542151416, 0.2976637526095841, 0.2976637526095841, 0.2976637526095841, 0.2976637526095841, 0.2976637526095841, 0.33138515839508376]",0.18062097450671974
7,0.49295774647887325,"[0.02754274106273306, 0.027524314691297173, 0.027524314691297173, 0.05385325520602437, 0.053383041920397806, 0.053383041920397806, 0.053383041920397806, 0.053383041920397806, 0.05302975112306157, 0.05302975112306157, 0.05302975112306157, 0.05302975112306157, 0.05302975112306157, 0.05302975112306157, 0.052797816767279765, 0.052693277250739655, 0.052693277250739655, 0.05262526684483413, 0.05268324576936841, 0.05268324576936841, 0.05267198698377041, 0.052723355866915164, 0.05309886508701911, 0.08332883041450438, 0.08324283187163371, 0.08319675315883034, 0.08325518287177956, 0.08340107871418499, 0.11401925881455559, 0.11401925881455559, 0.11438516544501565, 0.11402339526995171, 0.11387508115643054, 0.11387508115643054, 0.11387508115643054, 0.11407796760027757, 0.11410690007770954, 0.11432153468859507, 0.11432153468859507, 0.11432153468859507, 0.11429239402906623, 0.11429239402906623, 0.11429239402906623, 0.11429239402906623, 0.11452231085086512, 0.11487305030808266, 0.11487305030808266, 0.11509550256126014, 0.1154981326258025, 0.11607202718812139, 0.11607202718812139, 0.11727312114230726, 0.11727312114230726, 0.11727312114230726, 0.11662207054892439, 0.16943143972487895, 0.17125656826557148, 0.17229849837101688, 0.17309720825508942, 0.1741136714175297, 0.17533333953491798, 0.17533333953491798, 0.17533333953491798, 0.177794849296526, 0.23684994210790736, 0.23684994210790736, 0.2363027278437969, 0.2363027278437969, 0.2363027278437969, 0.2363027278437969, 0.2363027278437969, 0.2364917843143376, 0.2369821553359771, 0.2369821553359771, 0.2404591772944247, 0.2404591772944247, 0.2404591772944247, 0.2404591772944247, 0.2404591772944247, 0.2404591772944247, 0.24189768032208056, 0.24377137076388722, 0.2460513197061287, 0.2460513197061287, 0.24872903597072518, 0.2517480389625129, 0.31405215402836284, 0.31294890726040303, 0.31294890726040303, 0.31294890726040303, 0.31294890726040303, 0.31294890726040303, 0.31294890726040303, 0.33955965518225384, 0.33955965518225384, 0.3403781435053859, 0.3403781435053859, 0.38587717051864545, 0.3885492724663989, 0.3885492724663989]",0.16184593226968763
8,0.6444444444444445,"[0.028776795316840815, 0.0298779445391902, 0.05579225695456477, 0.05584198302689931, 0.05584198302689931, 0.05584198302689931, 0.05584198302689931, 0.06481209664227079, 0.06340284749965812, 0.06295566012665357, 0.06245317395540912, 0.0622486529340343, 0.06218997645315067, 0.06275891327704136, 0.06275891327704136, 0.062242250669193505, 0.06294311154008501, 0.09748688496558354, 0.09748688496558354, 0.09748688496558354, 0.09748688496558354, 0.09938237232580026, 0.10016526415275358, 0.09856329285196598, 0.09856329285196598, 0.09930872759047592, 0.09930872759047592, 0.09930872759047592, 0.10171137552953712, 0.1021357252469625, 0.1021357252469625, 0.1042919804112262, 0.10635489031362565, 0.10635489031362565, 0.10919648015231324, 0.10919648015231324, 0.10924124250279976, 0.10924124250279976, 0.12019414887552068, 0.12471710028451437, 0.14268175205904696, 0.1445876853855106, 0.14707586048880877, 0.14707586048880877, 0.14707586048880877, 0.14707586048880877, 0.1633745033399674, 0.14806121617814358, 0.15975156614744396, 0.15975156614744396, 0.15975156614744396, 0.1653120645333634, 0.17169020922678122, 0.17169020922678122, 0.192063497675862, 0.20174959817213323, 0.20174959817213323, 0.20174959817213323, 0.17637228804168834, 0.17637228804168834, 0.19691036063889886, 0.19691036063889886, 0.20957004826338757, 0.22300366638505315, 0.23733120995536172, 0.25389358929896455, 0.29101924131807055, 0.29101924131807055, 0.29101924131807055, 0.29101924131807055, 0.29101924131807055, 0.3107336452888586, 0.3107336452888586, 0.3337700687443731, 0.3337700687443731, 0.3337700687443731, 0.3602399724038535, 0.3602399724038535, 0.3602399724038535, 0.3602399724038535, 0.41911720405998726, 0.41911720405998726, 0.41911720405998726, 0.4511871465936602, 0.4511871465936602, 0.4511871465936602, 0.5429265055061363, 0.5429265055061363, 0.5429265055061363, 0.5429265055061363, 0.5429265055061363, 0.5429265055061363, 0.5429265055061363, 0.5429265055061363, 0.5429265055061363, 0.5429265055061363, 0.36601640968582516, 0.36601640968582516, 0.36601640968582516, 0.36601640968582516]",0.2204137397080565
