params,mean_concordance,std_concordance,split0_c_index,split1_c_index,split2_c_index,split3_c_index,split4_c_index,split5_c_index,split6_c_index,split7_c_index,split8_c_index
"{'batch_size': 32, 'decay_lr': 0.003, 'dropout': 0.3, 'epochs': 500, 'hidden1': 128, 'hidden2': 64, 'hidden3': 32, 'hidden4': 16, 'lr': 0.01, 'weight_decay': 0.0001}",0.692065949422505,0.08766495232683734,0.7315436241610739,0.7094594594594594,0.6357142857142857,0.8028169014084507,0.6666666666666666,0.6168831168831169,0.775,0.7762237762237763,0.5142857142857142
"{'batch_size': 32, 'decay_lr': 0.003, 'dropout': 0.3, 'epochs': 500, 'hidden1': 128, 'hidden2': 64, 'hidden3': 32, 'hidden4': 16, 'lr': 0.01, 'weight_decay': 1e-05}",0.6367177987505693,0.15482600612921646,0.6241610738255033,0.5,0.8071428571428572,0.6338028169014085,0.3120567375886525,0.7532467532467533,0.85,0.6643356643356644,0.5857142857142857
"{'batch_size': 32, 'decay_lr': 0.003, 'dropout': 0.3, 'epochs': 500, 'hidden1': 128, 'hidden2': 64, 'hidden3': 32, 'hidden4': 16, 'lr': 0.001, 'weight_decay': 0.0001}",0.6569309935911372,0.10481463592685021,0.6912751677852349,0.6013513513513513,0.7642857142857142,0.7676056338028169,0.5106382978723404,0.7012987012987013,0.5,0.7902097902097902,0.5857142857142857
"{'batch_size': 32, 'decay_lr': 0.003, 'dropout': 0.3, 'epochs': 500, 'hidden1': 128, 'hidden2': 64, 'hidden3': 32, 'hidden4': 16, 'lr': 0.001, 'weight_decay': 1e-05}",0.6772488671315733,0.08214903069293164,0.6778523489932886,0.6959459459459459,0.5857142857142857,0.7605633802816901,0.6099290780141844,0.8376623376623377,0.65,0.7132867132867133,0.5642857142857143
"{'batch_size': 32, 'decay_lr': 0.003, 'dropout': 0.3, 'epochs': 500, 'hidden1': 128, 'hidden2': 64, 'hidden3': 32, 'hidden4': 16, 'lr': 0.0005, 'weight_decay': 0.0001}",0.6503697878299783,0.142118114396008,0.7785234899328859,0.7162162162162162,0.6642857142857143,0.6690140845070423,0.6737588652482269,0.6233766233766234,0.63125,0.8111888111888111,0.2857142857142857
"{'batch_size': 32, 'decay_lr': 0.003, 'dropout': 0.3, 'epochs': 500, 'hidden1': 128, 'hidden2': 64, 'hidden3': 32, 'hidden4': 16, 'lr': 0.0005, 'weight_decay': 1e-05}",0.5975732765148218,0.14328385007073596,0.6711409395973155,0.668918918918919,0.6142857142857143,0.823943661971831,0.6737588652482269,0.6818181818181818,0.4875,0.34965034965034963,0.40714285714285714
"{'batch_size': 32, 'decay_lr': 0.003, 'dropout': 0.3, 'epochs': 500, 'hidden1': 128, 'hidden2': 64, 'hidden3': 32, 'hidden4': 32, 'lr': 0.01, 'weight_decay': 0.0001}",0.6933616444913162,0.11119637549643695,0.7919463087248322,0.8378378378378378,0.5642857142857143,0.7605633802816901,0.5531914893617021,0.7922077922077922,0.7125,0.7062937062937062,0.5214285714285715
"{'batch_size': 32, 'decay_lr': 0.003, 'dropout': 0.3, 'epochs': 500, 'hidden1': 128, 'hidden2': 64, 'hidden3': 32, 'hidden4': 32, 'lr': 0.01, 'weight_decay': 1e-05}",0.7185605469787751,0.128699337258384,0.6577181208053692,0.8445945945945946,0.8,0.8098591549295775,0.5957446808510638,0.6038961038961039,0.8375,0.8391608391608392,0.4785714285714286
"{'batch_size': 32, 'decay_lr': 0.003, 'dropout': 0.3, 'epochs': 500, 'hidden1': 128, 'hidden2': 64, 'hidden3': 32, 'hidden4': 32, 'lr': 0.001, 'weight_decay': 0.0001}",0.5960509436833215,0.15557332716156005,0.6845637583892618,0.42567567567567566,0.5285714285714286,0.6971830985915493,0.6950354609929078,0.7337662337662337,0.7625,0.26573426573426573,0.5714285714285714
"{'batch_size': 32, 'decay_lr': 0.003, 'dropout': 0.3, 'epochs': 500, 'hidden1': 128, 'hidden2': 64, 'hidden3': 32, 'hidden4': 32, 'lr': 0.001, 'weight_decay': 1e-05}",0.7152686415154914,0.11086651550352536,0.5973154362416108,0.8378378378378378,0.5857142857142857,0.8873239436619719,0.6950354609929078,0.6688311688311688,0.575,0.7832167832167832,0.8071428571428572
