feature,mean_abs_shap
age_at_initial_pathologic_diagnosis,0.05556718122062583
hsa-mir-181b-2,0.02188472534754687
hsa-mir-181a-2,0.021736028329408262
hsa-mir-26a-2,0.021525064120321378
hsa-mir-26a-1,0.02130894632989484
hsa-mir-181a-1,0.02127757429083532
hsa-mir-181b-1,0.021232548170441075
hsa-mir-92a-1,0.021088493338383994
hsa-mir-92a-2,0.021053259832246828
hsa-mir-508,0.020906534764696283
hsa-mir-1226,0.020882741693311224
hsa-mir-183,0.020858322627906174
hsa-mir-29c,0.020823618983291846
hsa-mir-518c,0.020713895256253827
hsa-mir-24-1,0.02070971468876971
hsa-mir-24-2,0.020707831436256093
hsa-mir-101-1,0.020688045028488207
hsa-mir-101-2,0.020666115435369843
hsa-mir-103a-1,0.020654605285328864
hsa-mir-30b,0.020634204571507837
hsa-mir-103a-2,0.02062569219979324
hsa-mir-532,0.02061558742870554
hsa-mir-93,0.02057632740111027
hsa-mir-514a-1,0.02055447880435871
hsa-mir-660,0.020390672303877293
hsa-mir-23a,0.020388856485843838
hsa-mir-512-2,0.02027593772418889
hsa-mir-365b,0.020263774555778036
hsa-mir-1180,0.020237422949855928
hsa-mir-365a,0.02018852113820917
hsa-mir-16-1,0.02017046404761247
hsa-mir-526b,0.020162764137498207
hsa-mir-16-2,0.020099023412185425
hsa-mir-4728,0.02000795836057531
hsa-mir-1266,0.02000556209571542
hsa-mir-210,0.019975097616333017
hsa-mir-20a,0.019957022341732356
hsa-mir-22,0.019943803302786726
hsa-mir-3150b,0.019927111698534478
hsa-mir-30d,0.01989726940983345
hsa-mir-30e,0.019884077919831655
hsa-mir-519d,0.01985479045237169
hsa-mir-517b,0.0198528782974105
hsa-mir-517a,0.0198528782974105
hsa-mir-514a-3,0.01983229391081337
hsa-mir-514a-2,0.019818152040103763
hsa-mir-512-1,0.019816827168424745
hsa-mir-196a-1,0.01981392281081116
hsa-mir-199b,0.01981173457136344
hsa-mir-196a-2,0.019787780683831954
hsa-mir-23b,0.01977258447166985
hsa-mir-17,0.019760250880858542
hsa-mir-708,0.019760188882687543
hsa-mir-32,0.019730213251572766
hsa-mir-449a,0.019720495148739477
hsa-mir-181d,0.01971055542527804
hsa-mir-449b,0.019689212653710444
hsa-mir-525,0.01965406706018097
hsa-mir-29b-2,0.019632918796858915
hsa-mir-518b,0.019581148366421924
hsa-mir-29b-1,0.019564177324090225
hsa-mir-33a,0.0195638665728431
hsa-mir-378a,0.01955035265201289
hsa-mir-199a-2,0.0195455814127903
hsa-mir-324,0.019543060169115986
hsa-mir-29a,0.01951875326514174
hsa-mir-520h,0.019345853292925062
hsa-mir-199a-1,0.01928554498606244
hsa-mir-378c,0.019232732616648304
hsa-mir-27a,0.019216987881799215
hsa-mir-518f,0.019193317608400682
hsa-mir-940,0.01918282069837086
hsa-mir-518a-2,0.019177199123086297
hsa-mir-7705,0.019169147676475255
hsa-mir-3200,0.019165031076868313
hsa-mir-4664,0.01910918049861555
hsa-mir-181c,0.019090230677005274
hsa-mir-107,0.019020204911579026
hsa-mir-4787,0.019012944444069844
hsa-mir-520d,0.018989885337006764
hsa-mir-518a-1,0.018974556791533023
hsa-mir-520b,0.01896888023032357
hsa-mir-639,0.01895348586182909
hsa-mir-520e,0.01893828455347511
hsa-mir-521-1,0.01891878610524771
hsa-mir-200c,0.018907294282668227
hsa-mir-7-3,0.018881873164501024
hsa-mir-105-1,0.01887472927294704
hsa-mir-182,0.018864665488325
hsa-mir-502,0.018847852834758358
hsa-mir-449c,0.018818551704600395
hsa-mir-527,0.018793170990855285
hsa-mir-27b,0.01878181460171233
hsa-mir-520a,0.018749986973890624
hsa-mir-2355,0.01871357429758759
hsa-mir-615,0.01869100703031259
hsa-mir-584,0.01868838593123032
hsa-mir-1307,0.018684107309953964
hsa-mir-516b-2,0.018665389482215012
hsa-mir-520g,0.018660604522945774
hsa-mir-105-2,0.018658021110839907
hsa-mir-340,0.018646521316186163
hsa-mir-142,0.01863588141485517
hsa-mir-320d-2,0.01861370378577697
hsa-mir-548ao,0.01859366427196909
hsa-mir-34a,0.018592008138561936
hsa-mir-150,0.01857299549230892
hsa-let-7f-2,0.018566095400854396
hsa-mir-135a-2,0.018550808669111463
hsa-mir-215,0.018548563665694122
hsa-mir-197,0.018537832892594957
hsa-mir-200b,0.01852675456116928
hsa-mir-135a-1,0.01849800465872891
hsa-mir-520f,0.018495656409326825
hsa-mir-128-1,0.018493267962838084
hsa-mir-128-2,0.018465611560856545
hsa-let-7f-1,0.018461508121928358
hsa-mir-132,0.018453327884053693
hsa-mir-130a,0.01844915103930285
hsa-mir-519a-2,0.018418949893108664
hsa-mir-520c,0.018395393573358863
hsa-mir-188,0.01838487828668475
hsa-mir-519c,0.018373923064079978
hsa-mir-26b,0.018367518330626158
hsa-mir-429,0.018366051113067074
hsa-mir-190b,0.0183225463418481
hsa-mir-4999,0.018306342776414047
hsa-mir-767,0.018302281867308548
hsa-mir-98,0.01827835847383078
hsa-mir-934,0.01827756548234969
hsa-mir-106b,0.018261477253799663
hsa-mir-744,0.018256519705723676
hsa-mir-361,0.018214898504724186
hsa-mir-937,0.018211128444947947
hsa-mir-9-2,0.018204148576610735
hsa-mir-3607,0.01819651609187407
hsa-mir-330,0.018170938354934392
hsa-mir-301a,0.018170662811409197
hsa-mir-9-1,0.018161776876510084
hsa-mir-9-3,0.01814157518659946
hsa-mir-516b-1,0.018141474847942814
hsa-mir-6840,0.01813345942612041
hsa-mir-195,0.01811986082997527
hsa-mir-151a,0.018111283460664773
hsa-let-7b,0.018108167131712486
hsa-mir-1323,0.01808335778719988
