params,mean_concordance,std_concordance,split0_c_index,split1_c_index,split2_c_index,split3_c_index,split4_c_index,split5_c_index,split6_c_index,split7_c_index,split8_c_index
"{'batch_size': 32, 'decay_lr': 0.003, 'dropout': 0.3, 'epochs': 500, 'hidden1': 128, 'hidden2': 64, 'hidden3': 32, 'hidden4': 16, 'lr': 0.01, 'weight_decay': 0.001}",0.7813108856496324,0.10769644359548866,0.9194630872483222,0.8445945945945946,0.7785714285714286,0.6338028169014085,0.723404255319149,0.577922077922078,0.84375,0.8531468531468531,0.8571428571428571
"{'batch_size': 32, 'decay_lr': 0.003, 'dropout': 0.3, 'epochs': 500, 'hidden1': 128, 'hidden2': 64, 'hidden3': 32, 'hidden4': 16, 'lr': 0.01, 'weight_decay': 0.0001}",0.7548099416241439,0.13763459431527827,0.912751677852349,0.7094594594594594,0.6928571428571428,0.676056338028169,0.8297872340425532,0.44155844155844154,0.85,0.8951048951048951,0.7857142857142857
"{'batch_size': 32, 'decay_lr': 0.003, 'dropout': 0.3, 'epochs': 500, 'hidden1': 128, 'hidden2': 64, 'hidden3': 32, 'hidden4': 16, 'lr': 0.01, 'weight_decay': 1e-05}",0.7567670101419597,0.13806650936638312,0.9328859060402684,0.7905405405405406,0.7571428571428571,0.5985915492957746,0.8226950354609929,0.564935064935065,0.85625,0.5664335664335665,0.9214285714285714
"{'batch_size': 32, 'decay_lr': 0.003, 'dropout': 0.3, 'epochs': 500, 'hidden1': 128, 'hidden2': 64, 'hidden3': 32, 'hidden4': 16, 'lr': 0.001, 'weight_decay': 0.001}",0.7664151894546865,0.11336913567601434,0.9261744966442953,0.8581081081081081,0.7642857142857142,0.6267605633802817,0.8226950354609929,0.538961038961039,0.7625,0.7482517482517482,0.85
"{'batch_size': 32, 'decay_lr': 0.003, 'dropout': 0.3, 'epochs': 500, 'hidden1': 128, 'hidden2': 64, 'hidden3': 32, 'hidden4': 16, 'lr': 0.001, 'weight_decay': 0.0001}",0.7443096189654631,0.13067663173847505,0.9261744966442953,0.7972972972972973,0.7642857142857142,0.5915492957746479,0.6950354609929078,0.4805194805194805,0.86875,0.8251748251748252,0.75
"{'batch_size': 32, 'decay_lr': 0.003, 'dropout': 0.3, 'epochs': 500, 'hidden1': 128, 'hidden2': 64, 'hidden3': 32, 'hidden4': 16, 'lr': 0.001, 'weight_decay': 1e-05}",0.7872887963008671,0.1035631250280849,0.8926174496644296,0.8581081081081081,0.75,0.647887323943662,0.8297872340425532,0.5844155844155844,0.85625,0.8951048951048951,0.7714285714285715
"{'batch_size': 32, 'decay_lr': 0.003, 'dropout': 0.3, 'epochs': 500, 'hidden1': 128, 'hidden2': 64, 'hidden3': 32, 'hidden4': 16, 'lr': 0.0005, 'weight_decay': 0.001}",0.7908543990427157,0.0666487985496158,0.8657718120805369,0.75,0.75,0.647887323943662,0.7801418439716312,0.7792207792207793,0.8625,0.8321678321678322,0.85
"{'batch_size': 32, 'decay_lr': 0.003, 'dropout': 0.3, 'epochs': 500, 'hidden1': 128, 'hidden2': 64, 'hidden3': 32, 'hidden4': 16, 'lr': 0.0005, 'weight_decay': 0.0001}",0.7608925043857356,0.09537009529630555,0.8657718120805369,0.8108108108108109,0.7714285714285715,0.6267605633802817,0.6595744680851063,0.6103896103896104,0.85,0.8461538461538461,0.8071428571428572
"{'batch_size': 32, 'decay_lr': 0.003, 'dropout': 0.3, 'epochs': 500, 'hidden1': 128, 'hidden2': 64, 'hidden3': 32, 'hidden4': 16, 'lr': 0.0005, 'weight_decay': 1e-05}",0.7685025544202975,0.08438149909557412,0.8590604026845637,0.7297297297297297,0.7285714285714285,0.6197183098591549,0.8368794326241135,0.6623376623376623,0.80625,0.8811188811188811,0.7928571428571428
"{'batch_size': 32, 'decay_lr': 0.003, 'dropout': 0.3, 'epochs': 500, 'hidden1': 128, 'hidden2': 64, 'hidden3': 32, 'hidden4': 32, 'lr': 0.01, 'weight_decay': 0.001}",0.7395671198013454,0.15563795866610453,0.9395973154362416,0.7702702702702703,0.7928571428571428,0.647887323943662,0.524822695035461,0.44805194805194803,0.85,0.8111888111888111,0.8714285714285714
