params,mean_concordance,std_concordance,split0_c_index,split1_c_index,split2_c_index,split3_c_index,split4_c_index,split5_c_index,split6_c_index,split7_c_index,split8_c_index
"{'batch_size': 32, 'decay_lr': 0.003, 'dropout': 0.3, 'epochs': 500, 'hidden1': 64, 'hidden2': 16, 'lr': 0.01, 'weight_decay': 0.001}",0.6638290601982059,0.1424116315451274,0.7483443708609272,0.8322147651006712,0.7677419354838709,0.5035971223021583,0.4411764705882353,0.7627118644067796,0.7481481481481481,0.7112676056338029,0.45925925925925926
"{'batch_size': 32, 'decay_lr': 0.003, 'dropout': 0.3, 'epochs': 500, 'hidden1': 64, 'hidden2': 16, 'lr': 0.01, 'weight_decay': 0.0001}",0.5856995016464248,0.19106626311225403,0.47019867549668876,0.3825503355704698,0.4,0.6330935251798561,0.29411764705882354,0.7203389830508474,0.7185185185185186,0.8450704225352113,0.8074074074074075
"{'batch_size': 32, 'decay_lr': 0.003, 'dropout': 0.3, 'epochs': 500, 'hidden1': 64, 'hidden2': 16, 'lr': 0.01, 'weight_decay': 1e-05}",0.5384213468664784,0.18123995523339861,0.7152317880794702,0.26174496644295303,0.3548387096774194,0.37410071942446044,0.7941176470588235,0.7627118644067796,0.4962962962962963,0.6126760563380281,0.4740740740740741
"{'batch_size': 32, 'decay_lr': 0.003, 'dropout': 0.3, 'epochs': 500, 'hidden1': 64, 'hidden2': 16, 'lr': 0.001, 'weight_decay': 0.001}",0.5565573072594736,0.16307601600806185,0.5496688741721855,0.22818791946308725,0.3741935483870968,0.6402877697841727,0.6838235294117647,0.7372881355932204,0.7555555555555555,0.5140845070422535,0.5259259259259259
"{'batch_size': 32, 'decay_lr': 0.003, 'dropout': 0.3, 'epochs': 500, 'hidden1': 64, 'hidden2': 16, 'lr': 0.001, 'weight_decay': 0.0001}",0.6206094788290014,0.12488051111258731,0.5827814569536424,0.7046979865771812,0.6387096774193548,0.7553956834532374,0.5294117647058824,0.6101694915254238,0.5481481481481482,0.8309859154929577,0.3851851851851852
"{'batch_size': 32, 'decay_lr': 0.003, 'dropout': 0.3, 'epochs': 500, 'hidden1': 64, 'hidden2': 16, 'lr': 0.001, 'weight_decay': 1e-05}",0.4990753100228521,0.23954140148974815,0.1986754966887417,0.174496644295302,0.7225806451612903,0.48201438848920863,0.6911764705882353,0.7372881355932204,0.2962962962962963,0.352112676056338,0.837037037037037
"{'batch_size': 32, 'decay_lr': 0.003, 'dropout': 0.3, 'epochs': 500, 'hidden1': 64, 'hidden2': 16, 'lr': 0.0005, 'weight_decay': 0.001}",0.6175383903185794,0.12641480117833478,0.7152317880794702,0.7114093959731543,0.5096774193548387,0.6906474820143885,0.6029411764705882,0.5847457627118644,0.5777777777777777,0.8098591549295775,0.35555555555555557
"{'batch_size': 32, 'decay_lr': 0.003, 'dropout': 0.3, 'epochs': 500, 'hidden1': 64, 'hidden2': 16, 'lr': 0.0005, 'weight_decay': 0.0001}",0.5162210915305742,0.1733277564551417,0.5827814569536424,0.3825503355704698,0.6645161290322581,0.6330935251798561,0.4852941176470588,0.6101694915254238,0.4074074074074074,0.7394366197183099,0.14074074074074075
"{'batch_size': 32, 'decay_lr': 0.003, 'dropout': 0.3, 'epochs': 500, 'hidden1': 64, 'hidden2': 16, 'lr': 0.0005, 'weight_decay': 1e-05}",0.5464845663898413,0.18419785711430436,0.26490066225165565,0.6577181208053692,0.5032258064516129,0.2733812949640288,0.75,0.635593220338983,0.4,0.7816901408450704,0.6518518518518519
"{'batch_size': 32, 'decay_lr': 0.003, 'dropout': 0.3, 'epochs': 500, 'hidden1': 64, 'hidden2': 32, 'lr': 0.01, 'weight_decay': 0.001}",0.6122081852290262,0.18376100575343482,0.4370860927152318,0.3724832214765101,0.8,0.7841726618705036,0.4338235294117647,0.8305084745762712,0.6148148148148148,0.4295774647887324,0.8074074074074075
"{'batch_size': 32, 'decay_lr': 0.003, 'dropout': 0.3, 'epochs': 500, 'hidden1': 64, 'hidden2': 32, 'lr': 0.01, 'weight_decay': 0.0001}",0.6615234662352095,0.1829968520979156,0.5960264900662252,0.8389261744966443,0.8193548387096774,0.8201438848920863,0.4485294117647059,0.7796610169491526,0.37777777777777777,0.44366197183098594,0.8296296296296296
"{'batch_size': 32, 'decay_lr': 0.003, 'dropout': 0.3, 'epochs': 500, 'hidden1': 64, 'hidden2': 32, 'lr': 0.01, 'weight_decay': 1e-05}",0.687796443673926,0.13341186046291104,0.7483443708609272,0.44966442953020136,0.8064516129032258,0.7122302158273381,0.7426470588235294,0.7966101694915254,0.7925925925925926,0.6971830985915493,0.4444444444444444
"{'batch_size': 32, 'decay_lr': 0.003, 'dropout': 0.3, 'epochs': 500, 'hidden1': 64, 'hidden2': 32, 'lr': 0.001, 'weight_decay': 0.001}",0.6053036981098123,0.16931198723611343,0.7880794701986755,0.7516778523489933,0.44516129032258067,0.7841726618705036,0.3235294117647059,0.3983050847457627,0.7185185185185186,0.6901408450704225,0.5481481481481482
"{'batch_size': 32, 'decay_lr': 0.003, 'dropout': 0.3, 'epochs': 500, 'hidden1': 64, 'hidden2': 32, 'lr': 0.001, 'weight_decay': 0.0001}",0.5661979244803957,0.15382686971293122,0.7615894039735099,0.4899328859060403,0.6967741935483871,0.6258992805755396,0.7205882352941176,0.576271186440678,0.26666666666666666,0.38028169014084506,0.5777777777777777
"{'batch_size': 32, 'decay_lr': 0.003, 'dropout': 0.3, 'epochs': 500, 'hidden1': 64, 'hidden2': 32, 'lr': 0.001, 'weight_decay': 1e-05}",0.713789257551643,0.11048389070881912,0.6556291390728477,0.8523489932885906,0.8064516129032258,0.5827338129496403,0.8088235294117647,0.5423728813559322,0.8148148148148148,0.7535211267605634,0.6074074074074074
"{'batch_size': 32, 'decay_lr': 0.003, 'dropout': 0.3, 'epochs': 500, 'hidden1': 64, 'hidden2': 32, 'lr': 0.0005, 'weight_decay': 0.001}",0.6034648591629664,0.10148556508299983,0.47019867549668876,0.6040268456375839,0.49032258064516127,0.539568345323741,0.7205882352941176,0.559322033898305,0.5851851851851851,0.6619718309859155,0.8
"{'batch_size': 32, 'decay_lr': 0.003, 'dropout': 0.3, 'epochs': 500, 'hidden1': 64, 'hidden2': 32, 'lr': 0.0005, 'weight_decay': 0.0001}",0.5062355620545003,0.094453453217821,0.423841059602649,0.5167785234899329,0.36129032258064514,0.539568345323741,0.6911764705882353,0.5338983050847458,0.48148148148148145,0.4154929577464789,0.5925925925925926
"{'batch_size': 32, 'decay_lr': 0.003, 'dropout': 0.3, 'epochs': 500, 'hidden1': 64, 'hidden2': 32, 'lr': 0.0005, 'weight_decay': 1e-05}",0.624228113935598,0.09503196599884418,0.6688741721854304,0.5637583892617449,0.5225806451612903,0.460431654676259,0.7352941176470589,0.5847457627118644,0.6222222222222222,0.6971830985915493,0.762962962962963
"{'batch_size': 32, 'decay_lr': 0.003, 'dropout': 0.3, 'epochs': 500, 'hidden1': 64, 'hidden2': 64, 'lr': 0.01, 'weight_decay': 0.001}",0.5765760327914256,0.22277399612349622,0.7549668874172185,0.6778523489932886,0.7935483870967742,0.16546762589928057,0.27205882352941174,0.7372881355932204,0.5407407407407407,0.8028169014084507,0.4444444444444444
"{'batch_size': 32, 'decay_lr': 0.003, 'dropout': 0.3, 'epochs': 500, 'hidden1': 64, 'hidden2': 64, 'lr': 0.01, 'weight_decay': 0.0001}",0.4941731937574232,0.17561659958456516,0.7086092715231788,0.21476510067114093,0.4967741935483871,0.302158273381295,0.34558823529411764,0.6694915254237288,0.5481481481481482,0.7323943661971831,0.42962962962962964
"{'batch_size': 32, 'decay_lr': 0.003, 'dropout': 0.3, 'epochs': 500, 'hidden1': 64, 'hidden2': 64, 'lr': 0.01, 'weight_decay': 1e-05}",0.5923884459941087,0.17661245076934573,0.4966887417218543,0.8322147651006712,0.3935483870967742,0.8273381294964028,0.6838235294117647,0.6186440677966102,0.3037037037037037,0.47183098591549294,0.7037037037037037
