mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alphas,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
39.01229848861694,55.68635189462418,0.0020453929901123047,0.004212514047640204,[0.009513354001279005],{'alphas': [0.009513354001279005]},0.5,0.7191011235955056,0.5,0.5,0.5,0.5,0.5,0.28125,0.5,0.5,0.5000351123595506,0.09790651282322085,11
0.08675873279571533,0.010793989378643386,0.012990880012512206,0.00036891177940586415,[0.0235822463247219],{'alphas': [0.0235822463247219]},0.6458333333333334,0.7640449438202247,0.554945054945055,0.21739130434782608,0.3333333333333333,0.2708333333333333,0.5135135135135135,0.46875,0.5802469135802469,0.5285714285714286,0.4877463158778295,0.1615804473783113,16
13.011961650848388,24.43766078101109,0.006384897232055664,0.006563469358574176,[0.014098599713010989],{'alphas': [0.014098599713010989]},0.6041666666666666,0.7191011235955056,0.5,0.13043478260869565,0.5714285714285714,0.5,0.5,0.5234375,0.5,0.5,0.5048568644299439,0.14172152716239247,8
0.06627132892608642,0.004547579118768486,0.015416288375854492,0.011494977399233334,[0.030041312875814564],{'alphas': [0.030041312875814564]},0.6041666666666666,0.7640449438202247,0.5824175824175825,0.21739130434782608,0.2619047619047619,0.2708333333333333,0.5,0.4765625,0.4691358024691358,0.42857142857142855,0.45750283235309597,0.16278247030859969,23
0.07415759563446045,0.010005996065283606,0.0156496524810791,0.011879758621091788,[0.030964254302442547],{'alphas': [0.030964254302442547]},0.6041666666666666,0.7640449438202247,0.5769230769230769,0.17391304347826086,0.2619047619047619,0.2708333333333333,0.5,0.5,0.4691358024691358,0.44285714285714284,0.45637787714526035,0.16947448246897426,24
0.06866064071655273,0.015502675840694178,0.01302187442779541,0.0007566358362955512,[0.03602211523497378],{'alphas': [0.03602211523497378]},0.5833333333333334,0.7415730337078652,0.554945054945055,0.17391304347826086,0.2857142857142857,0.25,0.527027027027027,0.4609375,0.4074074074074074,0.42857142857142855,0.4413422114184663,0.162664197408491,28
0.05780572891235351,0.017020138773756115,0.010724043846130371,0.0018860005831837971,[0.0602529621310348],{'alphas': [0.0602529621310348]},0.625,0.7865168539325843,0.5384615384615384,0.17391304347826086,0.23809523809523808,0.5416666666666666,0.5945945945945946,0.5,0.4074074074074074,0.5142857142857142,0.4919941056922005,0.17115600482801532,13
31.58937633037567,50.43840316308083,0.001347184181213379,0.004041552543640137,[0.010417387256727688],{'alphas': [0.010417387256727688]},0.4166666666666667,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4916666666666667,0.024999999999999994,14
0.06627860069274902,0.018449591648158493,0.013216185569763183,0.0021064549970885448,[0.08663213309265702],{'alphas': [0.08663213309265702]},0.7291666666666666,0.6966292134831461,0.5824175824175825,0.2608695652173913,0.42857142857142855,0.5416666666666666,0.5,0.6875,0.6419753086419753,0.4142857142857143,0.5483082145950571,0.14188654778741405,1
0.060498809814453124,0.0074215250108340906,0.013166260719299317,0.0014823589060111173,[0.11724549895837587],{'alphas': [0.11724549895837587]},0.5,0.3202247191011236,0.5,0.4782608695652174,0.35714285714285715,0.5625,0.35135135135135137,0.5,0.691358024691358,0.4,0.4660837821851908,0.10691930168583615,22
