mean_concordance,std_concordance,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score
0.48434661590757316,0.09976897689856387,"{'batch_size': 64, 'dropout': 0.5, 'epochs': 200, 'lr': 0.0001, 'num_nodes_layer1': 64, 'num_nodes_layer2': 32}",0.41155234657039713,0.43333333333333335,0.6763005780346821,0.41353383458646614,0.487012987012987
0.444931440358695,0.09910030873714766,"{'batch_size': 64, 'dropout': 0.5, 'epochs': 200, 'lr': 0.0001, 'num_nodes_layer1': 64, 'num_nodes_layer2': 64}",0.4584837545126354,0.6,0.47398843930635837,0.39348370927318294,0.2987012987012987
0.47531099185233894,0.12560821847241965,"{'batch_size': 64, 'dropout': 0.5, 'epochs': 200, 'lr': 0.0001, 'num_nodes_layer1': 128, 'num_nodes_layer2': 32}",0.4187725631768953,0.4238095238095238,0.3063583815028902,0.6691729323308271,0.5584415584415584
0.49667438918145396,0.1387307606103608,"{'batch_size': 64, 'dropout': 0.5, 'epochs': 200, 'lr': 0.0001, 'num_nodes_layer1': 128, 'num_nodes_layer2': 64}",0.34296028880866425,0.6047619047619047,0.3236994219653179,0.5463659147869674,0.6655844155844156
0.5034380917397044,0.20704381163821353,"{'batch_size': 64, 'dropout': 0.5, 'epochs': 500, 'lr': 0.01, 'num_nodes_layer1': 64, 'num_nodes_layer2': 32}",0.7653429602888087,0.5547619047619048,0.1329479768786127,0.48621553884711777,0.577922077922078
0.4976267335714189,0.13524169753740206,"{'batch_size': 64, 'dropout': 0.5, 'epochs': 500, 'lr': 0.01, 'num_nodes_layer1': 64, 'num_nodes_layer2': 64}",0.33574007220216606,0.5476190476190477,0.4508670520231214,0.731829573934837,0.42207792207792205
0.4345236911595249,0.14399278184815256,"{'batch_size': 64, 'dropout': 0.5, 'epochs': 500, 'lr': 0.01, 'num_nodes_layer1': 128, 'num_nodes_layer2': 32}",0.6931407942238267,0.42142857142857143,0.2543352601156069,0.43358395989974935,0.37012987012987014
0.39750062380759393,0.09044533497123017,"{'batch_size': 64, 'dropout': 0.5, 'epochs': 500, 'lr': 0.01, 'num_nodes_layer1': 128, 'num_nodes_layer2': 64}",0.48014440433212996,0.4928571428571429,0.26011560693641617,0.3258145363408521,0.42857142857142855
0.5178760394215876,0.11304597360994526,"{'batch_size': 64, 'dropout': 0.5, 'epochs': 500, 'lr': 0.001, 'num_nodes_layer1': 64, 'num_nodes_layer2': 32}",0.6028880866425993,0.39285714285714285,0.6127167630057804,0.6140350877192983,0.36688311688311687
0.5155316079495897,0.13202275887765139,"{'batch_size': 64, 'dropout': 0.5, 'epochs': 500, 'lr': 0.001, 'num_nodes_layer1': 64, 'num_nodes_layer2': 64}",0.5054151624548736,0.530952380952381,0.6011560693641619,0.6641604010025063,0.275974025974026
0.4928011905217152,0.0587272889877715,"{'batch_size': 64, 'dropout': 0.5, 'epochs': 500, 'lr': 0.001, 'num_nodes_layer1': 128, 'num_nodes_layer2': 32}",0.4981949458483754,0.5571428571428572,0.5491329479768786,0.39849624060150374,0.461038961038961
0.40242464071209627,0.05985304665983143,"{'batch_size': 64, 'dropout': 0.5, 'epochs': 500, 'lr': 0.001, 'num_nodes_layer1': 128, 'num_nodes_layer2': 64}",0.41155234657039713,0.4738095238095238,0.4508670520231214,0.3057644110275689,0.37012987012987014
0.41815107689223974,0.08537117240311706,"{'batch_size': 64, 'dropout': 0.5, 'epochs': 500, 'lr': 0.0001, 'num_nodes_layer1': 64, 'num_nodes_layer2': 32}",0.296028880866426,0.35,0.5375722543352601,0.44611528822055135,0.461038961038961
0.4350421652378821,0.14840624143103057,"{'batch_size': 64, 'dropout': 0.5, 'epochs': 500, 'lr': 0.0001, 'num_nodes_layer1': 64, 'num_nodes_layer2': 64}",0.5776173285198556,0.46904761904761905,0.2138728323699422,0.5964912280701754,0.3181818181818182
0.6414825683166011,0.08453886309191519,"{'batch_size': 64, 'dropout': 0.5, 'epochs': 500, 'lr': 0.0001, 'num_nodes_layer1': 128, 'num_nodes_layer2': 32}",0.6462093862815884,0.5976190476190476,0.8034682080924855,0.5789473684210527,0.5811688311688312
0.6097428235311089,0.068334934595473,"{'batch_size': 64, 'dropout': 0.5, 'epochs': 500, 'lr': 0.0001, 'num_nodes_layer1': 128, 'num_nodes_layer2': 64}",0.49458483754512633,0.6952380952380952,0.6589595375722543,0.6090225563909775,0.5909090909090909
0.642006353977372,0.10933078776593232,"{'batch_size': 64, 'dropout': 0.6, 'epochs': 200, 'lr': 0.01, 'num_nodes_layer1': 64, 'num_nodes_layer2': 32}",0.6498194945848376,0.5952380952380952,0.8323699421965318,0.49624060150375937,0.6363636363636364
0.5264938682189442,0.08271081411865669,"{'batch_size': 64, 'dropout': 0.6, 'epochs': 200, 'lr': 0.01, 'num_nodes_layer1': 64, 'num_nodes_layer2': 64}",0.4043321299638989,0.5095238095238095,0.5780346820809249,0.49122807017543857,0.6493506493506493
0.510442178110325,0.04243661896381966,"{'batch_size': 64, 'dropout': 0.6, 'epochs': 200, 'lr': 0.01, 'num_nodes_layer1': 128, 'num_nodes_layer2': 32}",0.4693140794223827,0.48333333333333334,0.5895953757225434,0.49373433583959897,0.5162337662337663
0.3822536494652005,0.09597576990729115,"{'batch_size': 64, 'dropout': 0.6, 'epochs': 200, 'lr': 0.01, 'num_nodes_layer1': 128, 'num_nodes_layer2': 64}",0.3249097472924188,0.34523809523809523,0.2543352601156069,0.506265664160401,0.4805194805194805
0.45849336553089104,0.0758695775394749,"{'batch_size': 64, 'dropout': 0.6, 'epochs': 200, 'lr': 0.001, 'num_nodes_layer1': 64, 'num_nodes_layer2': 32}",0.36462093862815886,0.3952380952380952,0.4393063583815029,0.5413533834586466,0.551948051948052
0.4677700936162834,0.07896160431027381,"{'batch_size': 64, 'dropout': 0.6, 'epochs': 200, 'lr': 0.001, 'num_nodes_layer1': 64, 'num_nodes_layer2': 64}",0.5523465703971119,0.4714285714285714,0.4393063583815029,0.5413533834586466,0.3344155844155844
0.43300362777617557,0.09648711102706056,"{'batch_size': 64, 'dropout': 0.6, 'epochs': 200, 'lr': 0.001, 'num_nodes_layer1': 128, 'num_nodes_layer2': 32}",0.4981949458483754,0.49047619047619045,0.30057803468208094,0.5413533834586466,0.3344155844155844
0.4978241910628437,0.0990482829084434,"{'batch_size': 64, 'dropout': 0.6, 'epochs': 200, 'lr': 0.001, 'num_nodes_layer1': 128, 'num_nodes_layer2': 64}",0.33935018050541516,0.5238095238095238,0.6069364161849711,0.5839598997493735,0.43506493506493504
0.5700895752568845,0.042422100517192245,"{'batch_size': 64, 'dropout': 0.6, 'epochs': 200, 'lr': 0.0001, 'num_nodes_layer1': 64, 'num_nodes_layer2': 32}",0.5992779783393501,0.5904761904761905,0.5317919075144508,0.5087719298245614,0.6201298701298701
0.5102517354678862,0.15452218040613563,"{'batch_size': 64, 'dropout': 0.6, 'epochs': 200, 'lr': 0.0001, 'num_nodes_layer1': 64, 'num_nodes_layer2': 64}",0.6064981949458483,0.20952380952380953,0.6242774566473989,0.5914786967418546,0.5194805194805194
0.4512376232358462,0.08118601856927597,"{'batch_size': 64, 'dropout': 0.6, 'epochs': 200, 'lr': 0.0001, 'num_nodes_layer1': 128, 'num_nodes_layer2': 32}",0.37545126353790614,0.37142857142857144,0.5953757225433526,0.45614035087719296,0.4577922077922078
0.5200274201479804,0.1058635200430396,"{'batch_size': 64, 'dropout': 0.6, 'epochs': 200, 'lr': 0.0001, 'num_nodes_layer1': 128, 'num_nodes_layer2': 64}",0.48375451263537905,0.6,0.6820809248554913,0.39598997493734334,0.4383116883116883
0.44324664812386383,0.09728593673913517,"{'batch_size': 64, 'dropout': 0.6, 'epochs': 500, 'lr': 0.01, 'num_nodes_layer1': 64, 'num_nodes_layer2': 32}",0.4187725631768953,0.32142857142857145,0.5086705202312138,0.5939849624060151,0.37337662337662336
0.43977849242641415,0.13589403436196257,"{'batch_size': 64, 'dropout': 0.6, 'epochs': 500, 'lr': 0.01, 'num_nodes_layer1': 64, 'num_nodes_layer2': 64}",0.516245487364621,0.530952380952381,0.24277456647398843,0.5939849624060151,0.31493506493506496
0.4877626618416449,0.07408829228812522,"{'batch_size': 64, 'dropout': 0.6, 'epochs': 500, 'lr': 0.01, 'num_nodes_layer1': 128, 'num_nodes_layer2': 32}",0.36823104693140796,0.569047619047619,0.44508670520231214,0.5012531328320802,0.5551948051948052
0.48528144922995436,0.13076814204301698,"{'batch_size': 64, 'dropout': 0.6, 'epochs': 500, 'lr': 0.01, 'num_nodes_layer1': 128, 'num_nodes_layer2': 64}",0.6498194945848376,0.36904761904761907,0.6358381502890174,0.42105263157894735,0.35064935064935066
0.4732373595109963,0.18593663509064917,"{'batch_size': 64, 'dropout': 0.6, 'epochs': 500, 'lr': 0.001, 'num_nodes_layer1': 64, 'num_nodes_layer2': 32}",0.6859205776173285,0.6214285714285714,0.15606936416184972,0.40601503759398494,0.4967532467532468
0.48129516487151147,0.0746228712194386,"{'batch_size': 64, 'dropout': 0.6, 'epochs': 500, 'lr': 0.001, 'num_nodes_layer1': 64, 'num_nodes_layer2': 64}",0.33935018050541516,0.5071428571428571,0.5549132947976878,0.5213032581453634,0.4837662337662338
0.5298530689624364,0.08134689562454923,"{'batch_size': 64, 'dropout': 0.6, 'epochs': 500, 'lr': 0.001, 'num_nodes_layer1': 128, 'num_nodes_layer2': 32}",0.4332129963898917,0.4857142857142857,0.6242774566473989,0.47619047619047616,0.6298701298701299
0.40986752694941286,0.10279378835061326,"{'batch_size': 64, 'dropout': 0.6, 'epochs': 500, 'lr': 0.001, 'num_nodes_layer1': 128, 'num_nodes_layer2': 64}",0.37545126353790614,0.580952380952381,0.27167630057803466,0.45112781954887216,0.37012987012987014
0.5338166168231548,0.09345587058455448,"{'batch_size': 64, 'dropout': 0.6, 'epochs': 500, 'lr': 0.0001, 'num_nodes_layer1': 64, 'num_nodes_layer2': 32}",0.4332129963898917,0.6714285714285714,0.6184971098265896,0.46867167919799496,0.4772727272727273
0.4980482711756332,0.11581833950659089,"{'batch_size': 64, 'dropout': 0.6, 'epochs': 500, 'lr': 0.0001, 'num_nodes_layer1': 64, 'num_nodes_layer2': 64}",0.3285198555956679,0.5333333333333333,0.43352601156069365,0.5162907268170426,0.6785714285714286
0.5368186957126868,0.08469095336888462,"{'batch_size': 64, 'dropout': 0.6, 'epochs': 500, 'lr': 0.0001, 'num_nodes_layer1': 128, 'num_nodes_layer2': 32}",0.6606498194945848,0.4095238095238095,0.5780346820809249,0.5488721804511278,0.487012987012987
0.4993276968066067,0.03742795302736004,"{'batch_size': 64, 'dropout': 0.6, 'epochs': 500, 'lr': 0.0001, 'num_nodes_layer1': 128, 'num_nodes_layer2': 64}",0.5090252707581228,0.4642857142857143,0.5606936416184971,0.45614035087719296,0.5064935064935064
0.54678303428201,0.12160569235072612,"{'batch_size': 128, 'dropout': 0.3, 'epochs': 200, 'lr': 0.01, 'num_nodes_layer1': 64, 'num_nodes_layer2': 32}",0.5884476534296029,0.5904761904761905,0.3063583815028902,0.6090225563909775,0.6396103896103896
0.5441954052606015,0.09034279656688238,"{'batch_size': 128, 'dropout': 0.3, 'epochs': 200, 'lr': 0.01, 'num_nodes_layer1': 64, 'num_nodes_layer2': 64}",0.6173285198555957,0.5238095238095238,0.6705202312138728,0.49373433583959897,0.4155844155844156
0.570960230365853,0.06526777186621202,"{'batch_size': 128, 'dropout': 0.3, 'epochs': 200, 'lr': 0.01, 'num_nodes_layer1': 128, 'num_nodes_layer2': 32}",0.48375451263537905,0.5023809523809524,0.630057803468208,0.5989974937343359,0.6396103896103896
0.5327422455834349,0.12128859004717536,"{'batch_size': 128, 'dropout': 0.3, 'epochs': 200, 'lr': 0.01, 'num_nodes_layer1': 128, 'num_nodes_layer2': 64}",0.51985559566787,0.5095238095238095,0.7630057803468208,0.41353383458646614,0.4577922077922078
0.4654579799443879,0.18385552723566637,"{'batch_size': 128, 'dropout': 0.3, 'epochs': 200, 'lr': 0.001, 'num_nodes_layer1': 64, 'num_nodes_layer2': 32}",0.49097472924187724,0.49047619047619045,0.27167630057803466,0.7819548872180451,0.2922077922077922
0.6152192069227782,0.15800726305384594,"{'batch_size': 128, 'dropout': 0.3, 'epochs': 200, 'lr': 0.001, 'num_nodes_layer1': 64, 'num_nodes_layer2': 64}",0.3285198555956679,0.6333333333333333,0.815028901734104,0.6466165413533834,0.6525974025974026
0.48300623516616065,0.09610638684014963,"{'batch_size': 128, 'dropout': 0.3, 'epochs': 200, 'lr': 0.001, 'num_nodes_layer1': 128, 'num_nodes_layer2': 32}",0.5956678700361011,0.4666666666666667,0.44508670520231214,0.5764411027568922,0.33116883116883117
0.5401872789236751,0.15072547550520937,"{'batch_size': 128, 'dropout': 0.3, 'epochs': 200, 'lr': 0.001, 'num_nodes_layer1': 128, 'num_nodes_layer2': 64}",0.35379061371841153,0.36904761904761907,0.7167630057803468,0.5989974937343359,0.6623376623376623
0.5700165794153815,0.13605150778624597,"{'batch_size': 128, 'dropout': 0.3, 'epochs': 200, 'lr': 0.0001, 'num_nodes_layer1': 64, 'num_nodes_layer2': 32}",0.5848375451263538,0.5238095238095238,0.815028901734104,0.5238095238095238,0.4025974025974026
0.49349038350689095,0.050697113887841955,"{'batch_size': 128, 'dropout': 0.3, 'epochs': 200, 'lr': 0.0001, 'num_nodes_layer1': 64, 'num_nodes_layer2': 64}",0.5234657039711191,0.4261904761904762,0.4508670520231214,0.49874686716791977,0.5681818181818182
0.5912937369403769,0.16928426954863235,"{'batch_size': 128, 'dropout': 0.3, 'epochs': 200, 'lr': 0.0001, 'num_nodes_layer1': 128, 'num_nodes_layer2': 32}",0.740072202166065,0.6476190476190476,0.5838150289017341,0.2706766917293233,0.7142857142857143
0.4956674470721822,0.11271729692347496,"{'batch_size': 128, 'dropout': 0.3, 'epochs': 200, 'lr': 0.0001, 'num_nodes_layer1': 128, 'num_nodes_layer2': 64}",0.4981949458483754,0.28809523809523807,0.5491329479768786,0.5162907268170426,0.6266233766233766
0.5214207498291611,0.16098676570396397,"{'batch_size': 128, 'dropout': 0.3, 'epochs': 500, 'lr': 0.01, 'num_nodes_layer1': 64, 'num_nodes_layer2': 32}",0.5126353790613718,0.4595238095238095,0.8323699421965318,0.39348370927318294,0.4090909090909091
0.45548166535329615,0.13564057572028979,"{'batch_size': 128, 'dropout': 0.3, 'epochs': 500, 'lr': 0.01, 'num_nodes_layer1': 64, 'num_nodes_layer2': 64}",0.5740072202166066,0.5976190476190476,0.2543352601156069,0.5137844611528822,0.33766233766233766
0.5133164359818315,0.03091381467038266,"{'batch_size': 128, 'dropout': 0.3, 'epochs': 500, 'lr': 0.01, 'num_nodes_layer1': 128, 'num_nodes_layer2': 32}",0.5487364620938628,0.45714285714285713,0.5144508670520231,0.5137844611528822,0.5324675324675324
0.5439083101327211,0.10945914319248132,"{'batch_size': 128, 'dropout': 0.3, 'epochs': 500, 'lr': 0.01, 'num_nodes_layer1': 128, 'num_nodes_layer2': 64}",0.3285198555956679,0.5738095238095238,0.5780346820809249,0.6190476190476191,0.6201298701298701
0.52268208605025,0.08240130161843,"{'batch_size': 128, 'dropout': 0.3, 'epochs': 500, 'lr': 0.001, 'num_nodes_layer1': 64, 'num_nodes_layer2': 32}",0.5487364620938628,0.47619047619047616,0.5953757225433526,0.38596491228070173,0.6071428571428571
0.5208122019328071,0.09298985311016968,"{'batch_size': 128, 'dropout': 0.3, 'epochs': 500, 'lr': 0.001, 'num_nodes_layer1': 64, 'num_nodes_layer2': 64}",0.37906137184115524,0.48333333333333334,0.6589595375722543,0.5112781954887218,0.5714285714285714
0.5544545338962575,0.10533510706221468,"{'batch_size': 128, 'dropout': 0.3, 'epochs': 500, 'lr': 0.001, 'num_nodes_layer1': 128, 'num_nodes_layer2': 32}",0.5992779783393501,0.680952380952381,0.630057803468208,0.45614035087719296,0.40584415584415584
0.4578183284291913,0.1000004353535054,"{'batch_size': 128, 'dropout': 0.3, 'epochs': 500, 'lr': 0.001, 'num_nodes_layer1': 128, 'num_nodes_layer2': 64}",0.5054151624548736,0.30238095238095236,0.3930635838150289,0.5914786967418546,0.4967532467532468
0.5567793696724096,0.1544267503615439,"{'batch_size': 128, 'dropout': 0.3, 'epochs': 500, 'lr': 0.0001, 'num_nodes_layer1': 64, 'num_nodes_layer2': 32}",0.7256317689530686,0.7619047619047619,0.45664739884393063,0.44360902255639095,0.3961038961038961
0.5320309872990107,0.1307094129490273,"{'batch_size': 128, 'dropout': 0.3, 'epochs': 500, 'lr': 0.0001, 'num_nodes_layer1': 64, 'num_nodes_layer2': 64}",0.34657039711191334,0.5547619047619048,0.7456647398843931,0.5488721804511278,0.4642857142857143
0.42752166231628597,0.14643559348161844,"{'batch_size': 128, 'dropout': 0.3, 'epochs': 500, 'lr': 0.0001, 'num_nodes_layer1': 128, 'num_nodes_layer2': 32}",0.4657039711191336,0.6238095238095238,0.18497109826589594,0.49624060150375937,0.36688311688311687
0.538367641930842,0.06685152094006168,"{'batch_size': 128, 'dropout': 0.3, 'epochs': 500, 'lr': 0.0001, 'num_nodes_layer1': 128, 'num_nodes_layer2': 64}",0.5631768953068592,0.4142857142857143,0.5491329479768786,0.6165413533834586,0.5487012987012987
0.5264018193172976,0.12035821634962963,"{'batch_size': 128, 'dropout': 0.5, 'epochs': 200, 'lr': 0.01, 'num_nodes_layer1': 64, 'num_nodes_layer2': 32}",0.5090252707581228,0.7142857142857143,0.3988439306358382,0.6040100250626567,0.40584415584415584
0.5667932635807065,0.10435345504087165,"{'batch_size': 128, 'dropout': 0.5, 'epochs': 200, 'lr': 0.01, 'num_nodes_layer1': 64, 'num_nodes_layer2': 64}",0.4043321299638989,0.5166666666666667,0.5549132947976878,0.6892230576441103,0.6688311688311688
0.39744208457425056,0.014573738539079341,"{'batch_size': 128, 'dropout': 0.5, 'epochs': 200, 'lr': 0.01, 'num_nodes_layer1': 128, 'num_nodes_layer2': 32}",0.37906137184115524,0.40476190476190477,0.3815028901734104,0.41604010025062654,0.40584415584415584
0.5397911340363006,0.08514610046739715,"{'batch_size': 128, 'dropout': 0.5, 'epochs': 200, 'lr': 0.01, 'num_nodes_layer1': 128, 'num_nodes_layer2': 64}",0.5848375451263538,0.6619047619047619,0.5549132947976878,0.41353383458646614,0.4837662337662338
0.4940733005314735,0.1409954642319484,"{'batch_size': 128, 'dropout': 0.5, 'epochs': 200, 'lr': 0.001, 'num_nodes_layer1': 64, 'num_nodes_layer2': 32}",0.30685920577617326,0.4785714285714286,0.6473988439306358,0.37844611528822053,0.6590909090909091
0.408690593140285,0.09385448449871867,"{'batch_size': 128, 'dropout': 0.5, 'epochs': 200, 'lr': 0.001, 'num_nodes_layer1': 64, 'num_nodes_layer2': 64}",0.4151624548736462,0.37142857142857144,0.2947976878612717,0.5789473684210527,0.38311688311688313
