feature,mean_abs_shap
age_at_initial_pathologic_diagnosis,0.08492558419328661
hsa-mir-150,0.03433628779157217
hsa-mir-410,0.031099986108633286
hsa-mir-196a-1,0.03096393249835582
hsa-mir-767,0.03081951249378562
hsa-mir-153-2,0.030782533232111747
hsa-mir-527,0.030769640982797813
hsa-mir-196a-2,0.030768765909398272
hsa-mir-517a,0.030566068681829355
hsa-mir-517b,0.03056589838875241
hsa-mir-4772,0.030516492382848117
hsa-mir-1283-2,0.03045389209733946
hsa-mir-518b,0.03034725456240868
hsa-mir-9-3,0.030045727569156674
hsa-mir-9-2,0.029986554982317774
hsa-mir-518c,0.029966880129938218
hsa-mir-517c,0.02995605168998646
hsa-mir-9-1,0.02989253993010309
hsa-mir-4434,0.029803597739546068
hsa-mir-105-1,0.02967999860501973
hsa-mir-516a-1,0.029449664862197775
hsa-mir-521-1,0.029420638086816355
hsa-mir-516b-2,0.02936081173286615
hsa-mir-452,0.029333148272565085
hsa-mir-512-1,0.029312367254626645
hsa-mir-105-2,0.029256277264237136
hsa-mir-525,0.029249137377033513
hsa-mir-521-2,0.02920908958772372
hsa-mir-1283-1,0.029191517183220973
hsa-mir-516a-2,0.029165809807017315
hsa-mir-518f,0.02904246878481434
hsa-mir-520f,0.02888855632105699
hsa-mir-1323,0.028877571225103916
hsa-mir-7702,0.028871615037358172
hsa-mir-520b,0.028792419773318693
hsa-mir-4747,0.028638103068763802
hsa-mir-520d,0.02856338350605737
hsa-mir-518a-2,0.02848630841196585
hsa-mir-520a,0.028446123481742688
hsa-mir-487b,0.028397017776713267
hsa-mir-522,0.028390337782098336
hsa-mir-519a-2,0.028252526749600423
hsa-mir-519d,0.028130698811318286
hsa-mir-548d-2,0.028118005508492895
hsa-mir-1285-1,0.028099585982714524
hsa-mir-519b,0.028003272735646807
hsa-mir-520h,0.027981070963671324
hsa-mir-520g,0.027978387465869507
hsa-mir-511,0.02785405266352352
hsa-mir-515-1,0.027751992514689988
hsa-mir-518e,0.027718025580491187
hsa-mir-512-2,0.027655245002399517
hsa-mir-7161,0.027601492483531692
hsa-mir-615,0.02753281013576678
hsa-mir-20b,0.027528871795171515
hsa-mir-548ai,0.027480809811166726
hsa-mir-18a,0.027387167296390163
hsa-mir-1247,0.027369421385945208
hsa-mir-301a,0.027355528347405456
hsa-mir-449c,0.027340619428785833
hsa-mir-5586,0.027320627532354726
hsa-mir-498,0.02730437546040633
hsa-mir-519a-1,0.02725461565283187
hsa-mir-518a-1,0.027247338999141252
hsa-mir-519c,0.027234999177022143
hsa-mir-203a,0.027209206867390017
hsa-mir-516b-1,0.027200203456708944
hsa-mir-6769b,0.02709191177113935
hsa-mir-203b,0.027004611579843088
hsa-mir-4501,0.026899773524041142
hsa-mir-524,0.026803706276608146
hsa-mir-299,0.02680223763360022
hsa-mir-411,0.026749240832834115
hsa-mir-135a-1,0.026701024069221767
hsa-mir-3130-2,0.026631794339186644
hsa-mir-1276,0.026625929244358734
hsa-mir-6715a,0.026554778158130184
hsa-mir-3677,0.026521887939952065
hsa-mir-6794,0.02647984762276184
hsa-mir-6860,0.026455098393805335
hsa-mir-449a,0.02639634355752212
hsa-mir-376c,0.02639343177981326
hsa-mir-4652,0.026362127978062835
hsa-mir-224,0.026288079393269038
hsa-mir-124-3,0.0262774047817722
hsa-mir-135a-2,0.026258143856576797
hsa-mir-210,0.02623163359917771
hsa-mir-3131,0.026162551463971097
hsa-mir-577,0.02610986821519133
hsa-mir-6795,0.026105099678731765
hsa-mir-3200,0.02609625384342173
hsa-mir-520e,0.026083368435764618
hsa-mir-6834,0.026077912092143083
hsa-mir-5571,0.026060922325067976
hsa-mir-599,0.02601732357095028
hsa-mir-124-1,0.026006298492278285
hsa-mir-3130-1,0.02600361431499941
hsa-mir-526b,0.02599860385603227
hsa-mir-515-2,0.025959417944307558
hsa-mir-6810,0.02592950555331555
hsa-mir-326,0.025887083052458675
hsa-mir-1245a,0.02577522114311744
hsa-mir-1246,0.02576377433187861
hsa-mir-1258,0.025759640917349624
hsa-mir-138-1,0.025731182279543605
hsa-mir-585,0.025723721619357872
hsa-mir-3944,0.025685710186467405
hsa-mir-7158,0.025668189953108444
hsa-mir-548ao,0.025657830677605655
hsa-mir-940,0.02564487836351816
hsa-mir-432,0.025617083009753905
hsa-mir-520c,0.025570485078896595
hsa-mir-612,0.025507196052768265
hsa-mir-4474,0.025499501364687982
hsa-mir-7846,0.025479130779857025
hsa-mir-500b,0.025466839668272602
hsa-mir-802,0.02544279839917481
hsa-mir-3137,0.025440486791245068
hsa-mir-504,0.02540629505502892
hsa-mir-1262,0.025400191764278435
hsa-mir-375,0.025384417807826274
hsa-mir-3664,0.025377873409573853
hsa-mir-6850,0.025343382466977437
hsa-mir-551a,0.025337177500649115
hsa-mir-1539,0.025317215797022837
hsa-mir-2277,0.02529127647550392
hsa-mir-934,0.025276266098431404
hsa-mir-6513,0.025274561209474387
hsa-mir-2278,0.02527147090426505
hsa-mir-1269a,0.02526271943419294
